<ανά>γνωστος|hard to read
μισθοκαρπία|leased usufruct
μισθομολογία|contract of letting
μισθοπιπράσκω|sell under long lease
μισθοποιέομαι|derive rent or hire from
μισθοπρασία|sale under long lease
μισθουργός|hired workman
μισθοφορά|solde, paye, solde militaire,
μισθοφορέω|receive wages or pay
μισθοφορία|service for wages, service as a mercenary
μισθοφορητέον|one must receive pay
μισθοφορικός|de mercenaire, 
μισθωσιμαῖος|hired, mercenary
μισθωτήριον|hiring place
μισθωτής|fermier des impôts,
μισθωτικός|of or for letting out
μισθωτός|hired
μισθόδουλος|serviteur à gages,
μισθόδωρος|qui donne libéralement un salaire, une récompense,
μισθός|salaire,
μισθόφορος|serving for hire or pay
μισθόω|let out for hire, farm out
μισθώσιμος|qu'on peut prendre à loyer, qu'on peut louer,
μισοίδιος|hating one's own family
μισοβάρβαρος|hating foreigners
μισοβασιλεύς|king-hater
μισογέλως|laughter-hating
μισογυνία|haine contre les femmes,
μισογόης|qui hait les charlatans,
μισογύναιος|see <lang="grc">μισογύνης</grc>
μισογύνης|qui hait les femmes, ennemi des femmes,
μισοδανειστής|hater of usurers
μισοδημία|haine contre le peuple, contre la démocratie,
μισοδημότης|ennemi du peuple, de la plèbe,
μισοινία|aversion pour le vin,
μισοκακέω|maleodo
μισοκαλήμερος|curmudgeonly
μισοκαῖσαρ|ennemi de César,
μισοκύκλωψ|hater of the Cyclops
μισολάκων|qui hait les Lacédémoniens,
μισολάμαχος|qui hait Lamakhos,
μισολογέω|hate argument, letters
μισολογία|hatred of argument
μισοξενία|haine de l'étranger,
μισοπάρθενος|qui hait les jeunes filles,
μισοπάτωρ|qui hait son père,
μισοπέρσης|qui hait les Perses, ennemi des Perses,
μισοποιέω|rendre odieux,
μισοποιός|qui rend odieux,
μισοπολίτης|qui hait les citoyens,
μισοπονέω|haïr le travail,
μισοπονία|aversion pour le travail,
μισοπονηρέω|haïr les méchants,
μισοπονηρία|hatred of evil
μισοποσείδων|hating Poseidon
μισοπράγμων|qui hait les affaires, la vie active,
μισοπρόβατος|hating cattle
μισοπόλεμος|hating war
μισοπόνηρος|qui hait les méchants,
μισοπόρπαξ|qui exècre les anneaux ou agrafes de boucliers, les boucliers, la guerre,
μισοπώγων|ennemi de la barbe,
μισορήτωρ|hater of orators
μισορώμαιος|qui hait les Romains,
μισοστρατιώτης|the soldier's enemy
μισοσύλλας|qui hait Sylla, ennemi de Sylla,
μισοσώματος|qui hait ou méprise le corps,
μισοτεκνία|aversion pour ses enfants,
μισοτύραννος|qui hait les tyrans ou la tyrannie,
μισοφίλιππος|qui hait Philippe, ennemi de Philippe,
μισοφαής|hating the light
μισοφιλόλογος|qui hait les savants,
μισοψευδής|qui hait le mensonge,
μισοψηφιστής|hater of calculators
μιστύλλω|cut up
μισυοί|those who are half-white and half-black
μισόδημος|qui hait le peuple ou la démocratie,
μισόδικος|hating lawsuits
μισόδοξος|hating glory
μισόδουλος|hating slaves
μισόθεος|qui hait les dieux,
μισόθηρος|qui hait la chasse : 
μισόκαλος|ennemi du beau,
μισόλεκτρος|qui hait le mariage,
μισόλογος|hating argument or discussion
μισόνεικος|hating strife
μισόνοθος|qui hait le bâtard (Hèraklès)
μισόνυμφος|ennemi du mariage,
μισόξενος|qui hait les hôtes ou les devoirs de l'hospitalité,
μισόπαις|qui hait les enfants,
μισόπατρις|qui hait son pays,
μισόπολις|ennemi de la cité, de l'État,
μισόπονος|qui hait le travail,
μισόπτωχος|ennemi des mendiants, des pauvres,
μισόσοφος|qui hait la sagesse,
μισότεκνος|qui hait ses enfants,
μισότυφος|qui hait l'orgueil, la vanité,
μισόφιλος|qui prend ses amis en aversion,
μισόχρηστος|qui hait les gens de bien,
μιτίσασθαι|liciare
μιτίσκος|mitiscus
μιτηρός|woven
μιτοεργός|working the thread
μιτορραφής|cousu avec du fil,
μιτράγχουσα|headband of gold plates
μιτρανάδεσμος|headband
μιτρηφορέω|wear a
μιτρηφόρος|see <lang="grc">μιτροφόρος</grc>
μιτροχίτων|qui porte une ceinture sur sa tunique,
μιτρόδετος|lié par un bandeau,
μιτρόω|ceindre comme d'un bandeau,
μιτρώδης|like a headband, An.Ox.
μιτόομαι|ply the woof
μιτώδης|tissé en fil,
μνάομαι|penser à,
μνάσιον|sorte de papyrus,
μνάσιον2|earth-almond, Cyperus esculentus
μνήμενος|remembering
μνήμη|remembrance, memory
μνήμων|mindful
μνήσιος|of memory
μνήστειρα|bride
μνήστευμα|seul. recherche en mariage,
μνήστευσις|espousal
μνήστωρ|mindful of
μνίον|mousse, algue marine,
μνααῖος|of the weight of a
μνεία|remembrance
μνημάδιον|small monument or tomb
μνημάφιον|Rev. Et.Gr.
μνημήιον|bearing record
μνηματίτης|funeral
μνηματοφυλακία|guardianship of cemeteries
μνημεῖον|memorial, remembrance, record
μνημοδόχος|recorder
μνημονευτέον|one must remember
μνημονευτικός|apte à se souvenir, qui a de la mémoire,
μνημονευτός|dont on se souvient,
μνημονεύω|call to mind, remember, think of
μνημονεῖον|registry
μνημονικός|of or for remembrance
μνημοσύνη|mémoire, souvenir,
μνημόνειος|of the memory
μνημόνευμα|memory sign, mnemonic token
μνημόνευσις|remembrance
μνημόριον|memorial, tomb
μνημόσυνον|remembrance, memorial
μνησίθεος|remembering God
μνησίκακος|qui conserve un ressentiment, qui garde rancune,
μνησίτοκος|« qui songe à enfanter », qui enfante,
μνησιδωρέω|ne pas oublier d'offrir des présents,
μνησικακέω|remember past injuries, bear malice
μνησικακία|ressentiment, rancune,
μνησιπήμων|le remords
μνησιστέφανος|qui prétend à une couronne,
μνησιχάρη|gaiety
μνηστέον|one must mention
μνηστήρ|qui pense à, qui désire,
μνηστεία|wooing, courtship
μνηστευτικός|of or for courtship
μνηστεύω|court, seek in marriage
μνηστηροκτονία|slaughter of the suitors
μνηστηροκτόνος|suitor-slaying
μνηστός|wooed and won, wedded
μνηστύς|demande en mariage,
μνιαρός|mossy
μνοία|see <lang="grc">μνωΐα</grc>
μνόος|fine, soft down
μνᾶ|mine (poids, monnaie)
μνῆμα|memorial, remembrance, record
μνῆστις|remembrance, recollection, heed
μνῆστρον|betrothal, marriage
μογέω|toil, suffer
μογγάς|a wild
μογγός|qui a la voix sourde,
μογερός|toiling, distressed, wretched
μογιλάλος|having an impediment in one's speech
μογισαψεδάφα|qui ne touche le sol qu'en souffrant,
μογοστοκία|enfantement pénible,
μογοστόκος|of birth-pangs
μοδίολος|modius, nave of a wheel, Edict.Diocl. Geronthr.
μοδισμός|arpentage avec le μόδιος
μοθωνία|impudence
μοθωνικός|effronté, insolent,
μοιμυάω|compress the lips or make grimaces
μοιμύλλω|sucer, manger,
μοιράω|share, divide, distribute
μοιρίδιος|destined, doomed
μοιρίς|see <lang="grc">μοίριος</grc>
μοιραγέτης|qui dirige le Destin,
μοιραῖος|du destin,
μοιρηγενής|né d'un heureux destin ou pour un heureux destin,
μοιριαῖος|d'un degré,
μοιρικός|qui marque des degrés,
μοιρογνωμόνιον|pointer
μοιρογραφία|description des parties,
μοιροθεσία|détermination des degrés,
μοιρολογέω|tell a man his fate
μοιρολογχέω|receive a portion
μοιρολόγος|prophetic
μοιρολόγχος|partaker
μοιρονόμος|qui règle la destinée,
μοιροφόρητος|borne by fate
μοιρόκραντος|fixé par un arrêt du Destin,
μοιχάγρια|prise de l'adultère, amende que paie l'adultère pris sur le fait,
μοιχάω|have dalliance with
μοιχίδιος|begotten in adultery
μοιχαλίς|unfaithful to God
μοιχεία|crime d'adultère,
μοιχευτής|homme adultère,
μοιχευτός|coupable d'adultère,
μοιχεύτρια|femme adultère,
μοιχεύω|commit adultery with
μοιχικός|d'adultère, qui concerne l'adultère,
μοιχοληπτία|taking in adultery
μοιχοτύπη|adulteress
μοιχός|adulterer, paramour
μοιχότροπος|d'humeur galante,
μοκρότου|frankincense
μολίβιον|leaden tube
μολβίς|weight of seven minae
μολεύω|cut off and transplant the suckers or shoots of trees
μολιβαχθής|heavy with lead, leaded
μολιβοσφιγγής|fastened or bound with lead
μολιβοῦς|leaden
μολοβρίτης|greedy fellow
μολουρίς|sorte de sauterelle,
μολοχῖτις|precious stone
μολπάζω|chanter,
μολπή|chant mêlé de danse,
μολπαρχέω|lead the song and dance
μολπαστής|chanteur, danseur,
μολπαῖος|de chant, harmonieux ou sonore,
μολπεύω|to be a
μολπηδόν|avec chant ou danse,
μολποδώρα|bestower of
μολπῆτις|qui chante ou qui danse,
μολυβδάνθρωπος|lead-man
μολυβδίζω|to be leaden in colour
μολυβδίς|leaden weight or sink
μολυβδιάω|look lead-coloured or pale
μολυβδικός|leaden
μολυβδοειδής|like lead
μολυβδοκόπος|one who inscribes
μολυβδοτήξ|melter of lead
μολυβδουργός|lead-worker
μολυβδοφανής|lead-coloured
μολυβδοχοέω|melt lead, work as a plumber
μολυβδοχοία|work in molten lead
μολυβδοχόος|lead-smelter
μολυβδόδετος|fastened with lead
μολυβδόχαλκος|alloy of lead and copper
μολυβδόχροος|lead-coloured
μολυβδόω|melt like lead
μολυβοῦς|leaden
μολυβρός|lead-coloured
μολυβᾶς|lead-worker
μολυνοπραγμονέομαι|être couvert d'outrages,
μολυντός|apt to make dirty
μολυσματώδης|sali, souillé,
μολυσμός|tache, souillure,
μολόβριον|the young of the wild swine
μολόθουρος|sorte de jonc,
μολόχινος|qui est de couleur mauve,
μολύβδαινα|piece of lead
μολύβδεος|leaden
μολύβδινος|leaden, of lead
μολύβδιον|leaden weight
μολύβδωμα|lead-work
μολύβδωσις|leading or soldering with lead
μολύνω|stain, sully, defile
μομφή|blâme, reproche, plainte, grief,
μονάγκων|machine de jet à battant unique,
μονάδην|isolément, en particulier,
μονάζω|to be alone
μονάκανθος|qui n'a qu'une épine,
μονάλυσις|single chain
μονάμπυξ|qui est attelé seul,
μονάριος|keeper of a
μονάς|solitary
μονάστρια|nonne, religieuse,
μονάχουσα|Zeitschr.d.deutschen PalÃ¤stinavereins
μονή|abiding, tarrying
μονήλατος|fait d'un seul morceau,
μονήμερος|qui ne dure qu'un jour,
μονήρης|de structure simple,
μονία|stabilité, fixité,
μονία1|stabilité, fixité,
μονία2|vie solitaire,
μονίας|solitaire, vieux sanglier,
μοναγρία|domaine solitaire,
μοναδελφία|possession of only one brother
μοναδιαῖος|of unit magnitude
μοναδικός|consisting of abstract units
μοναδισμός|formation of monads
μοναδιστί|par unités,
μονανδρέω|n'avoir ou n'avoir eu qu'un mari,
μοναξία|solitariness
μοναρταβία|tax of 1 artaba
μοναρχέω|commander seul, régner souverainement,
μοναρχία|commandement d'un seul,
μοναρχία1|monarchy, government by a single ruler
μοναρχικός|monarchical
μονασμός|solitary life, solitude
μοναστήριος|monastic
μοναστραβής|with one pack-saddle
μοναυλέω|jouer de la flûte,
μοναυλία|vie solitaire, veuvage,
μοναυλία1|@
μοναυλία2|@
μοναυλικός|solitary
μοναχικός|of or for a
μοναχοῦ|seulement,
μοναχόθεν|from one side only
μοναχός|unique
μοναχόω|rendre solitaire,
μοναχῆ|in one way only
μοναχῆ1|in one way only
μοναχῶς|d'une seule manière, seulement,
μοναύλιον|instrument dont on joue en solo,
μονειμοφορέω|wear one garment
μονερέτης|qui rame seul,
μονημέριον|spectacle lasting for one day
μονιμότης|stabilité, fixité, fermeté,
μονιός|solitary
μονοήμερος|see <lang="grc">μονήμερος</grc>
μονοίκητος|où l'on habite seul, solitaire,
μονοβάλανος|with one ward
μονοβάμων|walking alone
μονοβαίας|thief
μονοβολέω|undertake sowing without assistance
μονογάμματος|written with one
μονογένεια|seul. unique enfant,
μονογέρων|misanthropic old man
μονογαμέω|to be the husband of one wife
μονογαμία|monogamie,
μονογενής|engendré seul, unique enfant,
μονογνωμέω|see <lang="grc">μονογνωμονέω</grc>
μονογνωμονέω|avoir une opinion propre ou s'en tenir à son opinion, être volontaire, opiniâtre,
μονογνωμονικός|qui a son opinion propre ou sa volonté,
μονογνωμοσύνη|waywardness
μονογνώμων|qui a son opinion ou sa volonté propre, opiniâtre,
μονογράμματος|qui n'a qu'une lettre,
μονογράφος|notary
μονογόνατος|made from a single joint
μονοδάκτυλος|qui n'a qu'un doigt,
μονοδέρκτης|qui n'a qu'un œil,
μονοδέσμη|single truss
μονοδοξέω|avoir seulement de la gloire, de la réputation,
μονοδραχμία|tax of 1 drachma
μονοείδεια|manière d'être uniforme, homogénéité,
μονοείλητος|simple
μονοειδής|d'une seule sorte, simple,
μονοθρηνέω|mourn in solitude
μονοκάλαμος|qui n'a qu'une tige,
μονοκέλης|seul coursier,
μονοκένταυρος|man with ox's head
μονοκέρως|with but one horn
μονοκέφαλος|qui n'a qu'une tête,
μονοκληρονόμος|sole heiress
μονοκοίλιος|qui n'a qu'un estomac,
μονοκοιτέω|coucher seul,
μονοκρήπις|qui n'a qu'une chaussure,
μονοκόνδυλος|qui n'a qu'une articulation,
μονοκόντιον|spear or javelin
μονοκότυλος|qui n'a qu'une cavité,
μονολέκιθος|with one yolk
μονολέων|lion énorme, « d'une grandeur ou d'une force singulière »,
μονολήμματος|qui n'a qu'une prémisse (syllogisme)
μονομάχημα|single combat
μονομήτωρ|qui n'a plus sa mère,
μονομαχέω|fight in single combat
μονομαχία|combat singulier,
μονομαχικός|of or in single combat
μονομαχοτροφεῖον|ludus gladiatorius
μονομαχοτρόφος|trainer of gladiators
μονομελής|consisting of a single limb
μονομερής|consisting of one part, single
μονομοιρία|distribution of the planets to each degree of the zodiac
μονομοιριαῖος|graduated by single degrees
μονοναύτης|lonely voyager
μονονυχί|dans une seule nuit,
μονοπάθεια|affection qui n'atteint qu'une partie du corps, qu'un membre,
μονοπάλη|simple wrestling
μονοπάλης|qui lutte en combat singulier,
μονοπάτωρ|qui est son propre père,
μονοπέδιλος|having but one shoe
μονοπείρας|qui va seul à la recherche d'une proie,
μονοποδία|monopodie ou mesure d'un seul pied,
μονοπραγματέω|ne s'occuper que d'une affaire,
μονοπροσωπέω|n'avoir qu'une personne à chaque temps, être unipersonnel,
μονοπρόσωπος|with one face
μονοπτύχιος|folding once
μονοπωλέω|avoir le monopole de,
μονοπωλία|monopole,
μονοπύθμενος|with one bottom
μονοπύργιον|fortress with one tower only
μονοπώλιον|right of monopoly
μονορύχης|qui creuse avec une seule pointe,
μονοσάνδαλος|qui n'a qu'une sandale,
μονοσιτέω|eat but one meal in the day
μονοσιτία|action de ne manger qu'une fois par jour,
μονοσκελής|qui se tient sur une seule jambe,
μονοστέφανος|having won a single contest
μονοστελέχης|qui n'a qu'une tige,
μονοστιβής|walking alone, unattended
μονοστόρθυγξ|taillé d'un seul bloc,
μονοσυλλαβέω|to be a monosyllable
μονοσυλλαβία|being monosyllabic
μονοσχημάτιστος|qui n'a qu'une forme,
μονοσχηματέω|to be in simple aspect
μονοσχιδής|qui n'a qu'une fente,
μονοσύλλαβος|of one syllable
μονοσύστατος|existing only while it is being practised
μονοτοκέω|bear but one at a time
μονοτοκία|portée d'un seul petit,
μονοτονέω|to be obstinate
μονοτονία|uniformité de ton,
μονοτράπεζος|qu'on sert sur une table à part,
μονοτρίγλυφος|with single triglyphs
μονοτροπέω|live alone
μονοτροπία|uniformité, simplicité,
μονοτροφέω|ne faire qu'un repas ou ne prendre qu'une sorte d'aliments,
μονοτροφία|action d'élever seul à seul,
μονοτόκος|qui accouche d'un seul enfant, ou met bas un seul petit,
μονουχία|solitary life
μονοφάγος|qui mange seul, gourmand, égoïste, avare,
μονοφαγία|action de manger seul,
μονοφαλαγγία|une seule
μονοφιλής|sole friend
μονοφυής|single
μονοχάλινος|with but one bridle
μονοχέρια|mamillares
μονοχίτων|vêtu seulement d'une tunique,
μονοχορδίζω|jouer du monocorde,
μονοχρονέω|n'avoir qu'une durée d'un temps,
μονούατος|qui n'a qu'une anse (une oreille)
μονωτικός|qui aime la solitude, solitaire,
μονόβαφος|single-dyed
μονόβιβλος|single book or volume
μονόβολος|in one piece
μονόγαμος|qui n'a qu'une femme,
μονόγληνος|qui n'a qu'une prunelle, qu'un œil,
μονόγονος|see <lang="grc">μονογενής</grc>
μονόγραμμος|qui n'est formé que d'un seul trait, de simples contours,
μονόδουπος|qui résonne seul ou qui n'a qu'un son,
μονόδους|qui n'a qu'une dent,
μονόδραχμος|of one drachma
μονόδροπος|taillé d'un seul bloc,
μονόζωνος|qui n'a qu'une ceinture ou un baudrier, équipé ou armé à la légère,
μονόζωος|qui vit seul,
μονόθεν|d'un seul côté,
μονόθυρος|qui n'a qu'une porte, univalve,
μονόκαμπτος|avec une seule courbure,
μονόκαυλος|qui n'a qu'une tige,
μονόκλαδος|single branch
μονόκλαυτος|qui pleure ou gémit seul,
μονόκλινον|couche solitaire, tombeau,
μονόκλιτος|qui n'a qu'une flexion, indéclinable,
μονόκλωνος|qui n'a qu'une tige,
μονόκνημος|showing one shin
μονόκοιτος|sleeping alone
μονόκοκκος|with a single grain
μονόκροτος|qui ne frappe qu'un coup, qui n'a qu'un rang de rames ou de rameurs,
μονόκρουνον|jug with a single spout
μονόκυκλος|with the top made in one piece
μονόκωλος|qui n'a qu'un membre,
μονόκωπος|qui rame seul,
μονόλιθος|fait d'une seule pierre, monolithe,
μονόλινον|necklace of a single string of pearls
μονόλοπος|qui n'a qu'une écorce, une coquille, une enveloppe,
μονόλυκος|loup d'une taille singulière, extraordinaire,
μονόλωπος|with but one garment
μονόμαζος|with but one breast
μονόμαλλος|of pure wool
μονόμαχος|fighting in single combat
μονόμετρος|qui se compose d'une seule mesure,
μονόμηλον|eye-salve
μονόμισσα|midday adjournment, interval
μονόμματος|qui n'a qu'un œil,
μονόμοσχος|qui n'a qu'une tige,
μονόμφαλος|with a single boss
μονόξοος|qui n'a qu'une fente,
μονόξυλος|made from a solid trunk
μονόπαις|enfant unique,
μονόπελμος|qui n'a qu'une semelle,
μονόπηρος|with one scrip
μονόπλευρος|avec un seul flanc,
μονόπλοια|single or solitary voyage
μονόποιος|qui n'a qu'une propriété, une qualité,
μονόπους|qui n'a qu'un pied (table, etc.)
μονόπτερος|qui n'a qu'une rangée de colonnes,
μονόπτυχος|univalve
μονόπτωτος|qui n'a qu'un cas,
μονόπωλος|qui n'a qu'un cheval,
μονόρριζος|qui n'a qu'une racine,
μονόρρυθμος|ajusté ou arrangé par un seul, ou dont l'ordonnance est simple,
μονόσκηπτρος|qui tient seul le sceptre,
μονόσκορδον|garlic growing by itself
μονόστεγος|qui n'a qu'un toit ou qu'un étage,
μονόστεος|formé d'un seul os,
μονόστιχος|qui se compose d'un seul vers,
μονόστοιχος|d'une seule ligne,
μονόστολος|going alone
μονόστομος|qui n'a qu'une embouchure,
μονόστροφος|qui n'a qu'une roue,
μονόσχημος|see <lang="grc">μονοσχημάτιστος</grc>
μονότεκνος|qui n'a qu'un enfant,
μονότης|unity
μονότονος|d'une tension uniforme, uniforme,
μονότροπος|living alone, solitary
μονότροχος|wheelbarrow
μονόυλος|consisting of one matter
μονόφαντος|visible alone
μονόφθαλμος|qui n'a qu'un œil,
μονόφθογγος|qui n'a qu'un son, qui a un son simple,
μονόφορβος|grazing alone
μονόφρουρος|qui est seul gardien, seul défenseur,
μονόφρων|qui a son sentiment propre,
μονόφυλλος|qui n'a qu'une feuille ou qui n'a que des feuilles,
μονόφυλος|d'une seule tribu, d'une race non mélangée,
μονόφωνος|qui ne rend qu'un son,
μονόχειρ|qui n'a qu'une main,
μονόχηλος|dont le sabot est un, qui n'a pas le pied fourchu,
μονόχορδος|with or of but one string
μονόχρονος|occupying one time-unit
μονόχροος|qui est d'une seule couleur,
μονόχωρος|isolated
μονόψηφος|voting alone
μονόω|make single or solitary
μονόωρος|qui ne dure qu'un temps,
μονώδης|solitaire,
μονώτης|qui vit seul, solitaire,
μονώψ|qui n'a qu'un œil,
μονώψ1|one-eyed
μονῳδέω|sing a monody or solo
μονῳδία|monody, solo
μονῳδικός|of or for a
μονῳδός|singing alone, not in chorus
μοράζομαι|to be composed, consist
μορέα|mûrier,
μορέω|travailler, se fatiguer, souffrir,
μορία|olivier sacré,
μορία1|olivier sacré,
μοργᾶται|carry straw in a wicker cart
μοριασμός|fractionnement d'un nombre entier en parties,
μοριαστικά|on fractions
μοριότμητος|castrated
μορμολυκεῖον|mannequin pour faire peur aux enfants, épouvantail,
μορμολύττομαι|frighten, scare
μορμορωπός|effrayant,
μορμυρωπός|with fixed, lidless eye, like the
μορμωτός|terrible, effrayant,
μορμύρος|spare,
μορμύρω|murmurer en bouillonnant, murmurer, gronder,
μορμώ|she-monster, bogey
μορτή|part, portion
μορτοβάτη|trodden by the dead
μορτός|mortel,
μορφάζω|gesticulate
μορφή|forme,
μορφήεις|formed
μορφασμός|danse où l'on imite l'allure ou les mouvements de divers animaux,
μορφεύς|forms
μορφοειδής|qui a une forme, formel,
μορφοσκόπος|qui prédit l'avenir en examinant la forme ou la figure,
μορφωτικός|qui donne une forme,
μορφόω|donner une forme à, figurer, représenter,
μορφύνω|adorn
μορφώ|forme, figure, extérieur,
μορφώτρια|qui donne une forme,
μορόεις|wrought with much pains
μορύσσω|soil, defile
μοσσυνικός|made by the
μοσχάριον|dim. de μόσχος (veau)
μοσχάς|heifer
μοσχέλαιον|oil scented with musk
μοσχίας|like a calf
μοσχίδιον|petite marcotte, jeune rejeton tendre,
μοσχίον|petit veau,
μοσχεία|plantation d'une marcotte,
μοσχευματικὴ|malleolaris
μοσχεύω|plant a sucker
μοσχοθύτης|slaughterer of calves
μοσχομάγειρος|calf-butcher
μοσχοποιέω|fabriquer l'image d'un veau (pour l'adorer)
μοσχοσφραγιστής|celui qui marque d'un sceau les veaux choisis pour le sacrifice,
μοσχοτομέα|osier-bed
μοσχοτρόφια|farms for calf-breeding, PTeb.ined.
μοσχοτρόφος|rearing calves
μοσχοτόμος|slaughtering calves
μοσχοφάγος|eating calves
μοσχόταυρος|bull-calf
μοσχῆ|see <lang="grc">μοσχέα</grc>
μοτοφυλάκιον|dim. de μοτοφύλαξ (emplâtre)
μοτρογένειος|with a thin straggling beard
μοτός|charpie, rouleau de charpie,
μοτόω|garnir de charpie,
μοτώ|sorte de faux cannelier,
μοτώδης|like
μουία|maggot
μουγκρίζω|slobber
μουλίων|mulio, muleteer
μουνάξ|see <lang="grc">μονάξ</grc>
μουνιάς|napus
μουνοέτις|one year old
μουνυχία|inhabitant of the place
μουνυχίαζε|to Munychia
μουνυχίαθεν|from Munychia
μουνυχίασι|at Munychia
μουσάριον|collyre pour les yeux,
μουσίζω|jouer sur un instrument, chanter, faire résonner,
μουσαγέτας|leader of the Muses
μουσαισταί|worshippers of the Muses
μουσεῖον|shrine of the Muses, seat or haunt of the Muses
μουσιάριος|mosaic-worker
μουσική|any art over which the Muses presided
μουσικεύομαι|cultivate a taste for music
μουσικός|musical
μουσοδόνημα|transport poétique, « agitation causée par la Muse »,
μουσοκόλαξ|flatteur des Muses,
μουσοληπτέομαι|être possédé, inspiré par les Muses,
μουσομήτωρ|mère des Muses,
μουσομανέω|être passionné pour les arts, la poésie, la musique,
μουσομανής|épris des Muses, passionné pour les arts, la poésie, la musique,
μουσομανία|passion pour les arts, la poésie, la musique,
μουσοπάτακτος|frappé, inspiré par les Muses,
μουσοπαλαιολύμας|corrupter of the old music
μουσοποιέω|write poetry
μουσοποιός|qui chante en vers,
μουσοπρόσωπος|qui a les traits d'une Muse,
μουσοπόλος|serving the Muses, poetic
μουσοτέχνης|musician
μουσοτραφής|reared by the Muses
μουσουργία|chant, poésie,
μουσουργικός|of or for a musician
μουσουργός|qui cultive la musique, 
μουσοφίλητος|aimé des Muses,
μουσοφιλής|ami des Muses,
μουσοχαρής|qui aime les Muses, les arts, la poésie,
μουστάκιον|mustacea
μουσόδομος|bâti aux sons de la musique,
μουσόληπτος|possédé, inspiré par les Muses,
μουσόμαντις|of prophetic song
μουσόπλαστος|ornamented
μουσόπνοος|breathing melody
μουσόρρυτος|flowing with music
μουσόφθαρτος|tué par les Muses,
μουσόω|furnish with power of song
μουσῳδός|qui chante mélodieusement,
μοχθέω|to be weary or worn with toil, to be sore distressed
μοχθίζω|toil
μοχθηρία|bad condition
μοχθηρόομαι|to be
μοχθηρός|suffering hardship, in sore distress, wretched
μοχθητέον|one must labour
μοχθόω|weary
μοχθώδης|laborious
μοχλέω|see <lang="grc">μοχλεύω</grc>
μοχλεία|réduction d'une luxation,
μοχλευτής|qui soulève avec un levier,
μοχλευτικός|qui agit au moyen d'un levier,
μοχλεύω|prise up, heave
μοχλικός|qui concerne l'emploi du levier,
μοχλοειδής|like a lever
μοχλός|barre de bois,
μοχλόω|fermer au verrou, verrouiller,
μοψοπία|the Athenians
μούλη|mula, mule, PMag. Lond.
μούρσινος|mulberry-coloured
μούσαρχος|maître des Muses,
μούσειος|of or belonging to the Muses
μούσμων|mouflon,
μοῖρα|part
μοῖτος|échange :
μοῦσα|music, song
μοῦστος|mustum, new wine
μυάγρα|souricière,
μυάω|se pincer les lèvres en signe de mécontentement,
μυέλινος|tendre comme la moelle,
μυέω|initiate into the mysteries
μυίαγρος|qui fait la chasse aux mouches,
μυίδιον|little mouse
μυίνδα|play at
μυίσκη|small sea-mussel
μυγαλῆ|shrewmouse, field-mouse
μυγμός|murmure, sorte de grognement,
μυδάω|to be damp, dripping
μυδαίνω|mouiller, humecter,
μυδαλέος|wet, dripping
μυδρίασις|mydriasis, maladie de la pupille,
μυδροκτυπέω|battre le fer rouge,
μυδροκτύπος|de celui qui bat le fer rouge, du forgeron,
μυδών|fungous flesh in an ulcer
μυελαυξής|increasing the marrow
μυελοποιός|making marrow
μυελοτρεφής|nourri de moelle,
μυελόεις|full of marrow
μυελόθεν|medullitus
μυελόομαι|to be full of marrow
μυελός|moelle,
μυελώδης|qui ressemble à de la moelle,
μυζάω|sucer,
μυζητής|caterpillar
μυθέομαι|see <lang="grc">μυθέω</grc>
μυθήρια|traditions,
μυθεύω|to be spoken of
μυθηγορέω|raconter des faits,
μυθητής|qui tient des propos séditieux ; orateur, chef du peuple,
μυθιάζομαι|see <lang="grc">μυθίζομαι</grc>
μυθικός|qui concerne les mythes, mythique, 
μυθιστορία|fabulous history
μυθιστορικός|containing fabulous history, volumina
μυθογράφος|qui écrit des récits fabuleux,
μυθογραφέω|écrire ou composer des fables, des récits fabuleux,
μυθογραφία|récit fabuleux,
μυθολέσχης|mythologist
μυθολογέω|tell mythic tales
μυθολογία|romance, fiction
μυθολογεύω|tell word for word
μυθολογητέον|one must tell as a legend
μυθολογικός|habile à composer des fables,
μυθολόγημα|récit fabuleux,
μυθοπλάνος|fabulous, fictitious
μυθοπλάστης|qui compose des fables,
μυθοπλαστέω|composer des fables,
μυθοπλόκος|« qui tresse des paroles », persuasif,
μυθοποίημα|invention ou fiction poétique,
μυθοποιέω|inventer ou composer des fables,
μυθοποιία|making of fables, invention
μυθοποιός|qui imagine des fables, des fictions,
μυθωδικός|connected with mythology
μυθόλογος|teller of legends, romancer
μυθώδης|qui ressemble à une fiction, fabuleux, 
μυθῳδός|singer of mythic tales
μυιικός|of or belonging to a fly
μυιοειδής|semblable à une mouche,
μυιοθήρας|fly-hunter
μυιοκέφαλον|tête de mouche,
μυιοσόβη|flyflap
μυιοσόβος|flapping away flies
μυκάμων|bellowing
μυκάομαι|mugir,
μυκήνη|Mycene, Mycenae
μυκήτινος|fait avec un champignon,
μυκηδόν|with bellowings
μυκηθμός|mugissement,
μυκητής|qui mugit,
μυκητίας|accompanied with roaring underground
μυκητικός|dont la nature est de mugir,
μυκτήρ|nostril
μυκτήρισμα|turning up the nose, sneering
μυκτηρίζω|turn up the nose, sneer at
μυκτηρισμός|raillerie, moquerie,
μυκτηριστής|raillerie, moquerie,
μυκτηρόθεν|du nez,
μυκτηρόκομπος|qui sort bruyant des naseaux,
μυκόομαι|become fungous
μυλήκορον|balai pour nettoyer la farine,
