<ανά>γνωστος	hard to read
εἰσακοντίζω	throw or hurl jauelins at
εἰσακούω	hearken or give ear to
εἰσακτέον	one must bring into court
εἰσαμείβω	go into, enter
εἰσανάγω	lead up into
εἰσανέχω	rise above
εἰσαναίρω	carry off, plunder
εἰσαναβαίνω	go up to or into
εἰσαποβαίνω	pass out to..
εἰσαποδίδωμι	repay, refund
εἰσαποκλείω	shut up in
εἰσαφέτης	charioteer
εἰσαφικνέομαι	come into or to, arrive at
εἰσβάλλω	throw into
εἰσβαίνω	go on board
εἰσβατός	accessible
εἰσβδάλλω	suck in
εἰσβιάζομαι	force one's way into
εἰσβιβάζω	put on board ship
εἰσβλέπω	look at, look upon
εἰσβλητέον	one must throw in
εἰσβολή	inroad, invasion
εἰσγένεσις	produce
εἰσγίγνομαι	arrive
εἰσδέχομαι	take into, admit
εἰσελαστικός	celebrated by a triumphal entry
εἰσεμβαίνω	go on board
εἰσεμπορεύομαι	enter
εἰσεντίθημι	place in
εἰσηγέομαι	lead in
εἰσηγήτρια	she that introduces
εἰσηγητέον	one must move
εἰσηγητής	one who brings in, author
εἰσηγορία	reproach
εἰσηλυσία	coming in, entrance
εἰσηλύσιον	entrance-fee
εἰσθέω	run into or in
εἰσθεωρέω	investigate
εἰσιτέον	one must go in
εἰσιτητέον	one must go in
εἰσιτύχη	Isis-Fortuna
εἰσκαθίημι	dispatch to
εἰσκαλαμάομαι	haul in
εἰσκαταβαίνω	go down into
εἰσκαταρρήγνυμι	break inwards
εἰσκατατίθημι	put down into
εἰσκηρύσσω	proclaim by herald
εἰσκλείω	place under lock and key
εἰσκολάπτω	carve upon
εἰσκολυμβάω	swim into
εἰσκρεμάννυμι	hang up in
εἰσκριτικόν	due paid on enrolment
εἰσκυκλέω	wheel in
εἰσκυλίνδω	roll into
εἰσκόμισμα	that which is brought in
εἰσκύκλημα	the mechanism on which the
εἰσκύρω	enter
εἰσμάσσομαι	wipe upon
εἰσμαρτυρέω	introduce evidence
εἰσματέομαι	put in the hand to feel
εἰσμετρέω	deliver corn
εἰσνέομαι	go into
εἰσναίω	dwell in
εἰσοδιασμός	ingathering of revenue
εἰσοδοιπορέω	walk in
εἰσοιστέος	to be brought in
εἰσολισθάνω	slip in
εἰσομιλέω	flatter, toady
εἰσορμάω	bring forcibly into
εἰσορμίζω	bring into port
εἰσορούω	rush in
εἰσπέμπω	send in
εἰσπίπτω	fall into
εἰσπηδάω	leap in
εἰσπηδησιών	house-breaker
εἰσπλέω	sail into, enter
εἰσπνέω	inhale
εἰσπνευστέον	one mustinhale
εἰσποιέω	give in adoption
εἰσπομπή	introduction
εἰσπορίζω	supply
εἰσράπτω	sew on
εἰσρήσσω	irrumpo
εἰσσπάομαι	draw into oneself
εἰστίθημι	put into, place in
εἰστρέχω	run in
εἰσφοίτησις	inroad, invasion
εἰσφοιτάω	go often into
εἰσφορά	carrying or gathering in
εἰσφρέω	let in, admit
εἰσφόριον	taxpayment
εἰσχράομαι	use
εἰσωπός	within
εἰσόκε	until
εἰσώστη	tomb
εἱλέω	sun
εἱλικτός	enveloping
εἱλωτίζομαι	to be Helotized
εἱλωτεία	the system of serfdom
εἱμάρσην	woman clad in man's dress
εἱματανωπερίβαλλος	one who wraps his cloak about him
εἱματισμός	clothing
εἱργμοφύλαξ	gaoler
εἱργμός	cage, prison
εἱρκτέον	one must prevent
εἱρκτή	an inclosure, prison
εἱρκτικός	preventive
εἱσκαιεικοστός	twenty-first
εἴβιμος	trickling
εἴβω	drop, let fall in drops
εἴδημα	knowledge
εἴδω	see
εἴδω1	see
εἴκασμα	likeness
εἴκω	@
εἴκω1	@
εἴκω2	@
εἴλημα	veil, covering, wrapper
εἴλησις	eddy, vortex
εἴλυσις	crawling or wriggling along
εἴπερ	if really, if indeed
εἴποτε	if ever
εἴπου	if anywhere, if at all
εἴρη1	@
εἴρη2	@
εἴρην	Lacedaemonian youth who had completed his twentieth year
εἴρω2	@
εἴρω3	@
εἴσβασις	an entrance
εἴσδοσις	report, memorandum
εἴσερσις	binding in or to
εἴσκλησις	summons, Cat. Cod. Astr.
εἴσοδος	entrance
εἴσοπτος	visible
εἴσπλοος	sailing in
εἴσπνευσις	inhalation
εἴσπρακτος	chargeable
εἴσφορος	person liable to pay
εἴσω	to within, into :
εἴσωσις	inward thrust
εἴτε1	sive..sive.., either..or.., whether..or..
εἶδος	that which is seen: form, shape
εἶμι	shall go, shall come
εἶμι2	shall go, shall come
εἶρξις	fencing in
εἶτε	sum
εἶτε2	sum
εἶἑν	well, quite so, very good
εἷμα	garment
εἷπερ	where
εὐάγεια	brightness, clearness, alertness
εὐάγκαλος	easy to bear in the arms
εὐάγωγος	easily led, ductile
εὐάζω	cry
εὐάκτιν	with beautiful rays
εὐάμπυξ	with fair fillet
εὐάνιος	taking trouble easily
εὐάντητος	accessible, gracious
εὐάξιος	valuable, considerable
εὐάξων	with beautiful axles
εὐάρματος	with beauteous car
εὐάς	one who cries
εὐάς2	one who cries
εὐάστερος	rich in stars
εὐέθειρα	beautiful-haired
εὐέκβατος	easy to get out of
εὐέκνιπτος	easy to wash out
εὐέκπτωτος	prone to failure
εὐέκρυπτος	easy to wash out
εὐέλεγκτος	easy to refute or detect
εὐέλικτος	easily rolling
εὐέμβατος	easy to get into
εὐέμβλητος	easy to put in
εὐέμβολος	exposed to invasion
εὐέμπρηστος	easily set on fire
εὐέντροπος	reverens
εὐέξοδος	easy to get out of or escape from
εὐέπεια	beauty of language, eloquence
εὐέργεια	ease
εὐήδονος	attractive
εὐήκης1	well-pointed
εὐήκοος	hearing well or easily
εὐήλιος	sunny, genial
εὐήνεμος	well as to the winds
εὐήνυτος	easy to achieve
εὐήρετμος	well fitted to the oar
εὐήτριος	@
εὐήτριος1	@
εὐήχεια	euphony
εὐήχητος	loud-sounding
εὐίατος	easy to heal or remedy
εὐίδρως	easily perspiring
εὐίερος	fit for sacrifice
εὐίλατος	very merciful
εὐίσχιος	with beautiful hips
εὐαής	well ventilated, fresh, airy
εὐαίρετος	easy to be taken
εὐαίσθητος	with quick senses or keen perceptions
εὐαγής	@
εὐαγής1	@
εὐαγγέλιον	reward of good tidings
εὐαγγελία	good tidings
εὐαγγελίζομαι	bring good news, announce them
εὐαγγελιστής	bringer of good tidings
εὐαγωγία	good education
εὐαγόραστος	easily bought, cheap
εὐαισθητέω	have keen perceptions
εὐακής	by an easy process of healing
εὐακόνητος	well-whetted
εὐαλδής	well-grown, luxuriant
εὐαλθής	easily healed
εὐαλωσία	filling the threshing-floor
εὐανάβλαστος	shooting up freely
εὐανάδοτος	easy to digest
εὐανάκλητος	easy to call out
εὐανάληπτος	easy to recover
εὐανάλυτος	easily analysed
εὐανάπειστος	credulus
εὐανάτροφος	well-fed
εὐανδρέω	abound in men
εὐανδρία	abundance of men
εὐανθέω	to be flowery or blooming
εὐανθής	blooming, downy
εὐαντόλως	correpte
εὐαπάρτιστος	well-finished, perfect
εὐαπάτητος	easy to cheat
εὐαποκριτικός	ready at answering questions
εὐαπόβατος	easy to disembark on
εὐαπόβλητος	easily lost
εὐαπόλυτος	easy to be separated from
εὐαπόνιπτος	easy to wash off
εὐαπόπνοος	easily evaporating
εὐαπόσβεστος	easy to extinguish
εὐαπόφυκτος	easily escaping, slippery
εὐαρεστέω	to be well pleasing
εὐαρεστητέον	one must be content with
εὐαρχία	good government
εὐαρχισμός	good discipline
εὐαστής	one who cries
εὐαυγία	illumination
εὐαφής	soft
εὐβάστακτος	easy to carry or move
εὐβίοτος	easily finding their food
εὐβαφής	well steeped or dyed
εὐβλέφαρος	with beautiful eyelids
εὐβλαστέω	grow vigorously
εὐβλαστής	growing vigorously
εὐβλαστία	vigorous growth
εὐβοήθητος	easily assisted or defended
εὐβολέω	make a good throw
εὐβοσία	good pasture
εὐβοτέομαι	furnish good pasture
εὐβουλία	good counsel, soundness of judgement, prudence
εὐβουλεύς	he of good counsel
εὐβραχής	well steeped or soaked
εὐβριθής	laden with fine
εὐβωλοστρόφητος	easy to plough
εὐβόστρυχος	of beautiful locks
εὐγάλακτος	yielding much or good milk
εὐγένεια	nobility of birth
εὐγένειος	well-maned
εὐγήρως	enjoying a green old age
εὐγλωσσία	glibness of tongue, fluency of speech
εὐγμα	boast, boasting
εὐγμαλέος	to be prayed for
εὐγνωμοσύνη	considerateness, courtesy
εὐγνώμων	of good feeling, considerate, reasonable
εὐγράμματος	a good writer
εὐγραφής	well-painted
εὐγραφία	skill in painting
εὐγωνία	regularity of angles
εὐδάπανος	lavish of expense, liberal
εὐδέρματος	with good, stout hide
εὐδία	fair weather
εὐδίαιος	hole in a ship
εὐδίνητος	easily turning
εὐδίοδος	easy to go through, permeable
εὐδίπλωτος	easily folded
εὐδαιμονία	prosperity, good fortune, opulence
εὐδαιμονίζω	call or account happy
εὐδαιμονικός	tending or conducive to happiness
εὐδαιμονισμός	thinking or calling happy, predication of happiness
εὐδαιμονιστέον	one must pronounce happy
εὐδαιμόνησις	possession of
εὐδαιμόνισμα	that which is thought to be a happiness
εὐδαλαγῖνες	easily subdued
εὐδείελος	clear, distinct
εὐδιάβατος	easy to cross
εὐδιάβολος	easy to misrepresent
εὐδιάγωγος	cheerful
εὐδιάθρυπτος	easily crushed
εὐδιάκονος	serving well
εὐδιάλειπτος	intermittent
εὐδιάπλαστος	easily moulded, plastic
εὐδιάπνευστος	perspiring freely
εὐδιάρθρωτος	well-articulated
εὐδιαίρετος	easy to divide
εὐδιαβόητος	readily talked about
εὐδιακόμιστος	easy to convey through or across
εὐδιανέμητος	divisible
εὐδιαχώρητος	easy to digest and pass
εὐδιοποιέω	clear the sky
εὐδοκέω	to be well pleased or content
εὐδοκιμάζω	choose, select
εὐδοκιμίζω	nobilito
εὐδρανής	vigorous
εὐδύναμος	mighty
εὐείλητος	well rolled up, tight
εὐείσβολος	easily invaded
εὐεγχής	with mighty spear
εὐεκκάθαρτος	easily cleared up
εὐεκκαρτέρητος	easy to endure
εὐεκπλήρωτος	easily fulfilled or realized
εὐεκπόρθητος	easily sacked
εὐεκτικός	in good case, healthy
εὐεκχόλωτος	easily made bilious
εὐεμπτωσία	liability, proneness to
εὐεξάρτυτος	easy to get ready
εὐεξέλκυστος	easily extracted
εὐεξία	good habit of body, good health
εὐεξίλαστος	placable
εὐεπέκτατος	naturally lengthened
εὐεπήκοος	responsive
εὐεπής	melodious
εὐεπίβατος	easy to ascend
εὐεπίβλεπτος	easily seen, manifest
εὐεπίβλητος	easily grasped
εὐεπίβολος	hilling the mark
εὐεπίβουλος	fond of plotting or intriguing
εὐεπίδεκτος	easily receiving
εὐεπίθετος	easy to set upon or attack
εὐεπίληπτος	open to censure
εὐεπίμεικτος	accessible
εὐεπίσημος	easily distinguished
εὐεπίστροφος	easily twisted
εὐεπίψογος	open to censure
εὐεπιβούλευτος	exposed to treachery or stratagem
εὐεπινόητος	fertile in devices, 'sharp' in business
εὐεπιτήδευμα	act embodying good conduct
εὐεπιφορία	embarras de richesse
εὐεπιχείρητος	easy to be attacked
εὐεργέω	cultivate land well
εὐεργής	well-wrought, well-made
εὐεργεσία	well-doing
εὐεργετητέον	one must show kindness to
εὐεργετικός	productive of benefit, beneficent
εὐεργός	doing good or well, upright
εὐερκής	well-fenced, well-walled
εὐερμέω	to be favoured by Hermes, to be fortunate
εὐερνής	sprouting well, flourishing
εὐερωτητικός	good at questioning
εὐεστότερος	in better case, healthier
εὐετηρία	a good season
εὐεφόδευτος	easily approached or comprehended
εὐζήτητος	readily ascertained
εὐζωία	well-living
εὐζωνία	marauding by light-armed men
εὐηγεσία	good leadership
εὐηκής	healing
εὐηκής2	healing
εὐηκοία	ready obedience
εὐημερέω	spend one's days cheerfully
εὐημερία	fine weather
εὐημονία	skill in throwing or hitting
εὐηνορία	manliness
εὐηπελία	prosperity
εὐηφενέω	to be wealthy, prosperous
εὐηχέομαι	to be euphonious
εὐθάλασσος	lying well by the sea
εὐθάνατος	dying easily or happily
εὐθέατος	easy to be seen
εὐθέμιτος	just, righteous
εὐθένεια	supply, provisioning
εὐθέριστος	easily harvested
εὐθέσμως	lawfully
εὐθέτησις	prosperity
εὐθήμων	tidy in habits
εὐθήρατος	easy to catch or win
εὐθαρσής	of good courage, h. Mart.
εὐθενιακός	for food-supply
εὐθεράπευτος	easy to cure
εὐθεραπευσία	ease of treatment
εὐθετέω	to be suitable, convenient
εὐθεώρητος	easily seen or observed
εὐθηλέομαι	to be well-suckled, fatted up
εὐθημοσύνη	habit of good management, tidiness
εὐθηνέω	thrive, flourish
εὐθηνία	prosperity, plenty
εὐθηνιάρχης	commissioner of food
εὐθηνός	thriving, flourishing
εὐθορύβητος	easily confounded
εὐθυέπεια	straight speaking
εὐθυβολέω	throw forward
εὐθυβολία	direct throw
εὐθυγνωμίας	witness who gives direct evidence
εὐθυγραμματίζω	reduce to a rectilinear figure
εὐθυμάχης	fighting openly
εὐθυμέω	to be of good cheer
εὐθυμαχέω	fight fairly
εὐθυμετρία	survey
εὐθυμητέον	one must be cheerful
εὐθυντέον	one must correct
εὐθυντήρ	corrector, chastiser
εὐθυντηριαῖος	belonging to the
εὐθυπορέω	go straight forward
εὐθυπορία	straightness of course
εὐθυπορικός	moving in a straight line
εὐθυρρημονέω	speak in a straightforward manner, 'call a spade a spade
εὐθυσκόλιος	slightly curved
εὐθυσκόπος	seeing straight
εὐθυτοκία	simple interest
εὐθυτρεχής	running in a straight line
εὐθύβολος	throwing straight
εὐθύγνωμος	straightforward
εὐθύζωμον	extemporized broth
εὐθύληπτος	easy to get at, to procure
εὐθύνω	guide straight, direct
εὐθύπνοος	straight-blowing
εὐθύπορος	going straight
εὐθύρριν	straight-nosed
εὐθύς	straight, direct
εὐθύστομος	talking plainly
εὐθύτης	straightness
εὐθύχαλκος	payable on demand in cash
εὐιερία	sanctity, sacredness
εὐικέτευτος	open to entreaty
εὐκάκωτος	easily affected
εὐκάματος	of easy labour, easy
εὐκάρδιος	stout-hearted
εὐκάτοπτος	easily seen, conspicuous
εὐκέαστος	easily cleft or split
εὐκένωτος	easily evacuated
εὐκέραστος	well-mixed, well-tempered
εὐκίνητος	easily moved, agile
εὐκαθοσίωτος	consecrated
εὐκαιρέω	have opportunity, leisure or time
εὐκαιρή	favourable opportunity
εὐκαιρία	good season, opportunity
εὐκαλλώπιστος	beautifully adorned
εὐκαμπής	well-bent or curved
εὐκατάβλητος	easily overthrown
εὐκατάγνωστος	blameworthy
εὐκατάκαυστος	easily burnt
εὐκατάληκτος	with a good termination
εὐκατάμικτος	affabilis
εὐκατάποτος	easily swallowed
εὐκατάπρακτος	easily accomplished
εὐκατάσειστος	easily shaken or thrown down
εὐκατάφθορος	corruptibilis
εὐκατέργαστος	easy to work
εὐκαταπάλαιστος	easy to throw in wrestling
εὐκαταπράυντος	placable
εὐκαταρέλαστος	exposed to ridicule
εὐκαταρίθμητος	easily counted
εὐκατατρόχαστος	easily overrun or attacked
εὐκαταφρόντιστος	well considered
εὐκατοίκητος	convenient for dwelling in
εὐκεράιστος	easily disabled
εὐκερασία	well-tempered constitution
εὐκηλία	quiet
εὐκινησία	ease of motion, mobility
εὐκλείζω	bring honour to
εὐκοινώνητος	easy to deal with
εὐκολία	contentedness with one's food
εὐκοπέω	enjoy an easy life
εὐκοσμίως	decently
εὐκράδαντος	well-poised
εὐκράς	@
εὐκράς1	@
εὐκρίνητος	highly sensitive
εὐκραδής	a fine fig-tree
εὐκρασία	good temperature, mildness
εὐκρατόμελι	honey-wine
εὐκρατόω	temper
εὐκρόταλος	accompanied by castanets
εὐκτέον	one must pray for or desire
εὐκταῖος	of or for prayer, votive
εὐκτημοσύνη	wealth
εὐκτός	wished for, desired
εὐκυβέω	to be lucky with the dice
εὐκόλλητος	well soldered
εὐκόλυμβος	diving well
εὐκόμιστος	easily extracted
εὐκόρυφος	with handsome head
εὐλάβεια	discretion, caution
εὐλή	worm, maggot
εὐλίβανος	rich in frankincense
εὐλαβέομαι	to be discreet, cautious, beware
εὐλαβής	taking hold well, holding fast, clinging
εὐλαβητέον	one must beware of
εὐλαβητέος	verecundus
εὐλαβητικός	careful to avoid
εὐλαξεῖν	should plough
εὐλείαντος	easily triturated
εὐληνής	fleecy
εὐλιτάνευτος	easily entreated
εὐλογέω	speak well of, praise
εὐλογοποιέω	excuse
εὐλογχέω	to be lucky
εὐλοιδόρητος	open to reproach
εὐλοχία	glorious progeny
εὐλυσία	suppleness, ease of movement
εὐλυτέω	discharge
εὐλόγιμος	benedictus
εὐλόγιστος	easily computed
εὐλύγιστος	flexible
εὐλύτησις	discharge of a debt, B Mus.Inscr.
εὐμέλαθρος	with fair halls
εὐμένεια	goodwill, favour
εὐμήκης	tall
εὐμήχανος	skilful in contriving, inventive
εὐμαρέω	have abundance
εὐμαρίην	easiness, ease, opportunity
εὐμαχος	easy to fight against, assailable
εὐμενέω	to be gracious
εὐμενής	well-disposed, kindly
εὐμενισταί	guild of worshippers of Eumenes
εὐμετάβλητος	easily changed, changeable.
εὐμετάβολος	changeable
εὐμετάγνωτος	fickle
εὐμετάγωγος	easy to put aside, get rid of
εὐμετάθετος	easily changing
εὐμετάρρευστος	easily diverted from its course
εὐμετάτρεπτος	revocable
εὐμετάφορος	easily moved: moving quickly
εὐμεταβλησία	changeableness
εὐμετακόμιστος	ready to migrate
εὐμετανόητος	inconstant, fickle
εὐμεταχείριστος	manageable
εὐμετρία	good measure or proportion
εὐμιξία	happy union
εὐμνήμων	easier to remember
εὐμνημόνευτος	easy to remember
εὐμογία	industry
εὐμολπία	sweet song
εὐμορφία	beauty of form
εὐμορφότης	comeliness
εὐμορφόω	become beautiful
εὐμουσία	sense for beauty and art
εὐνάζω	lay or place in ambush
εὐνάω	lay or place in ambush
εὐνή	bed
εὐναής	fair-flowing
εὐναστήρ	serving as an anchor
εὐνατήριον	bed-chamber
εὐναῖος	in one's bed or couch
εὐνοητικός	kindly disposed
εὐνοικός	welldisposed, kindly, favourable
εὐνομέομαι	have good laws, be well-ordered
εὐνουχεῖον	lettuce
εὐνουχιστέον	one must defertilize
εὐνουχιστής	castrator
εὐνοῦχος	castrated person, eunuch
εὐνόητος	easily understood
εὐξυλεία	abundance of timber
εὐογκία	being moderate in bulk
εὐοδόω	help on the way
εὐομίλητος	affable
εὐομβρία	abundance of rain
εὐορκέω	swear truly, take a true oath
εὐοχέω	guide well
εὐπάθεια	comfort, ease
εὐπάρθενος	famed for fair maidens
εὐπάρυφος	with a fine purple border
εὐπέραντος	well-finished, distinctly outlined
εὐπέτεια	ease
εὐπέτης	flying well
εὐπέτης2	flying well
εὐπήληξ	with beautiful helmet
εὐπίνεια	elegance
εὐπαγής	compact, firm
εὐπαθέω	enjoy oneself, make merry
εὐπαθής	enjoying good things, easy, luxurious
εὐπαθητικός	easily contracted
εὐπαράγωγος	easy to bring into place
εὐπαράδεκτος	easily received, acceptable
εὐπαράκλητος	easily influenced
εὐπαράληπτος	readily applicable
εὐπαράλλακτος	subject to change, unstable
εὐπαράπλους	easy to coast along
εὐπαράτρεπτος	easy to turn from his opinion
εὐπαράφορος	easily distracted
εὐπαρέκδυτος	slipping out of place easily.
εὐπαρακόμιστος	easy to steer
εὐπαραμύθητος	easily appeased
εὐπαρατήρητος	noticeable
εὐπαρόδευτος	easy to pass by, ignore
εὐπατέρεια	daughter of a noble sire
εὐπειθής	ready to obey, obedient
εὐπερίβλεπτος	conspicuus, perspicuus
εὐπερίβλητος	well-dressed
εὐπερίγραφος	easy to trace or sketch out
εὐπερίκτητος	easily acquiring possessions
εὐπερίσταλτος	lightly clad
εὐπερίστρεπτος	easily turned or wheeled about
εὐπερίστροφος	wriggling
εὐπερίτρεπτος	easy to turn over
εὐπερίψογος	open to blame
εὐπερινόητος	well-considered
εὐπεριφρόνητος	contemptible
εὐπετής	falling well
εὐπετής1	falling well
εὐπιστία	pious belief
εὐπλαστία	credibility in fiction
εὐποίημα	benefaction
εὐποιία	beneficence
εὐπολέμητος	easy to be conquered
εὐπορέω	prosper, thrive
εὐπορία	ease, facility
εὐπορίζω	supply, provide means for
εὐπορητέον	one must have plenty
εὐποσία	abundance
εὐπρέπεια	goodly appearance, comeliness
εὐπραγία	welfare, success
εὐπρακτέω	prosper
εὐπραξία	good conduct
εὐπρεπής	well-looking, comely
εὐπρεπίζω	to be acceptable
εὐπριστία	the being skilfully sawn
εὐπροαίρετος	having a good moral purpose
εὐπροσδόκητος	well-expected
εὐπροσωποκοίτης	lying so as to present a fair face
εὐπροσόμιλος	pleasant, nice to deal with
εὐπροφάσιστος	with good pretext, plausible
εὐπροόρατος	easily foreseen
εὐπρόσιτος	easy of access
εὐπρόσοδος	accessible
εὐπρόσφορος	easily uttering, fluent
εὐπρόσωπος	fair of face
εὐπυγμέω	to be in vigorous health
εὐπόρευτος	easy to travel
εὐπόρησις	facilities
εὐπότιστος	riguus
εὐράξ	on one side, sideways
εὐρέιος	easterly
εὐρέκτης	beneficent
εὐρήμων	fluent, eloquent
εὐρημοσύνη	fluency, eloquence
εὐριπίδης	cast 40
εὐριπιδικῶς	like Euripides
εὐριπώδης	like a Euripus
εὐροέω	flow well or abundantly
εὐρυάγυια	with wide streets
εὐρυβόας	far-shouting, loud-shouting
εὐρυεδής	broad-seated, spacious
εὐρυθμία	rhythmical order or movement
εὐρυθμίζω	shape
εὐρυθμοκάρηνος	broad-headed
εὐρυθμοκέρως	with spreading horns
εὐρυνεφής	lord of spreading clouds
εὐρυντέον	one must dilate
εὐρυσματώδης	like a dilatation
εὐρυστομία	broadness of pronunciation
εὐρυφαρέτρης	with wide quiver
εὐρυφωνία	broadness of sound
εὐρυχαίτης	with widestreaming hair
εὐρυχωρία	open space, free room
εὐρυόδεια	with broad ways
εὐρωστέω	toberobust
εὐρωστόψυχος	stout-hearted
εὐρύαναξ	wide-ruling
εὐρύβατος	wide-stepping
εὐρύθμιστος	easily shaped
εὐρύνοος	broad-minded
εὐρύνω	make wide or broad
εὐρύς	wide, broad
εὐρύστομος	widemouthed
εὐρύφλεβος	with wide veins
εὐρώεις	mouldy, dank
εὐρώτας	pudenda muliebria
εὐσέβεια	@
εὐσέβημα	deed of piety
εὐσίδηρος	well-ironed
εὐσαρκέω	to be fleshy
εὐσεβέω	live or act piously
εὐσεβής	pious, religious
εὐσημείωτον	bene clavatum
εὐσθενέω	to be strong, healthy
εὐσιτέω	to have a good appetite
εὐσκωμμοσύνη	quickness in jesting or repartee
εὐσκόπελος	rocky
εὐσκώμμων	of ready wit
εὐσμίλευτος	well-chiselled
εὐσπάθητος	closelywoven
εὐστέφανος	well-girdled
εὐστήρικτος	firm, fixed
εὐσταθέω	to be steady, stable
εὐσταθής	well-based, well-built
εὐσταλής	well-equipped
εὐστείλ<ε>ος	with a good haft or handle
εὐστεγής	well-covered
εὐστιβής	well-trodden
εὐστιχία	good ordering of lines
εὐστομέω	to be
εὐστομία	goodness of sound, euphony
εὐστομαχέω	have a good appetite
εὐστοχία	skill in shooting at a mark, good aim
εὐστροφάλιγξ	curly
εὐστόν	victim whose skin is singed
εὐσυλλόγιστος	well-concluded, conclusive
εὐσυμβίβαστος	probable, consistent
εὐσυμβίωτος	easy to live with
εὐσυμμέτρως	in suitable proportions
εὐσυνήγορος	skilled in advocacy
εὐσυνθεώρητος	easy to observe
εὐσυντέλεστος	easily brought to a conclusion
εὐσχήμων	elegant in figure, mien and bearing, graceful
εὐσχημάτιστος	well-formed
εὐσχημονίζω	train, educate
εὐσωματία	strength or good habit of body
εὐσύγκριτος	well-compounded, well-constituted
εὐσύλληπτος	easily taken or caught
εὐσύμβολος	easy to divine or understand
εὐσύμβουλος	giving good counsel
εὐσύμπτωτος	collapsing easily
εὐσύνδετος	readily combining
εὐσύνετος	quick of apprehension
εὐσύνθετος	easy to compound into a word
εὐσύνοπτος	easily taken in at a glance, seen at once
εὐσύστατος	of proper consistency
εὐσύστροφος	alert
εὐσώματος	well-grown
εὐτέλεια	having little to pay, cheapness
εὐτίνακτος	easily shaken
εὐταμίευτος	easily regulated or graduated
εὐταξία	good arrangement
εὐτεκνόω	make people happy in their children
εὐτελής	easily paid for, cheap
εὐτενής	squared
εὐτονόω	tone up', brace
εὐτράπεζος	with good table, hospitable
εὐτράφητος	epicure
εὐτρήσιος	muliebria passus, pathicus
εὐτρίαινα	with goodly trident
εὐτραπελίζομαι	jocor
εὐτραφής	well-fed, thriving, fat
εὐτραφία	good husbandry
εὐτρεπιστέον	one must treat
εὐτρεπιστής	one who gets ready
εὐτριβής	well-rubbed, powdered fine
εὐτροπέομαι	to be easily dealt with
εὐτροπία	versatility
εὐτροφία	good nurture, thriving condition
εὐτρόχαλος	running well, quick-moving
εὐτρύπητος	easily pierced
εὐτυκάζομαι	make ready
εὐτυκής	easily worked
εὐτυχέω	to be prosperous, fortunate
εὐτυχής	successful, fortunate
εὐτυχευδοξέω	enjoy fame and fortune
εὐτύχησις	lucky strokes of fortune
εὐυπάντητος	easily approached
εὐυπέρβατος	easily stepped over
εὐυπέρβλητος	easily surpassed
εὐυπόδητος	easy to bind under the foot
εὐυπόκριτος	playing one's part well
εὐυπόληπτος	easy to take up, light
εὐφαρέτρης	with beautiful quiver
εὐφημέω	use words of good omen
εὐφημίζομαι	use words of good omen
εὐφημητέον	one must use words of good omen
εὐφημητικός	of happy significance
εὐφιλής	well-loved
εὐφορέω	bear well, be productive
εὐφορία	power of enduring easily
εὐφορβία	high feeding
εὐφράντης	one who cheers
εὐφρόσυνος	cheery, merry
εὐφυής	well-grown, shapely
εὐφυία	natural goodness of growth or shape, shapeliness
εὐφωνέω	have a good voice
εὐφωνία	goodness of voice
εὐφόρβιον	spurge, Euphorbia resinifera
εὐφόρμιγξ	with beautifullyre: playing beautifully on it
εὐφύλακτος	easy to keep or guard
εὐφύσητος	easily blown away
εὐχάρακτος	clearly stamped
εὐχάρισμα	corollarium
εὐχάριστος	agreeable
εὐχέρεια	tolerance of or indifference to
εὐχέτης	one who prays
εὐχή	prayer or vow
εὐχήμων	to be wished for
εὐχαίτης	with beautiful hair
εὐχαράκτηρος	bene figuratus, formosus
εὐχαρίζω	render thanks
εὐχαρίη	urbanity
εὐχαριστέω	bestow a favour on, oblige
εὐχαριστία	thankfulness, gratitude
εὐχαριστητέον	one must give thanks
εὐχείμερος	healthy or convenient to winter in
εὐχερής	tolerant of or indifferent to evil, unpleasantness
εὐχετάομαι	pray
εὐχεῖον	house of prayer, synagogue
εὐχρήματος	wealthy
εὐχρηματέω	to be wealthy
εὐχρηματία	wealth
εὐχρηστέω	to be serviceable
εὐχρηστία	ready use
εὐχρηστότης	serviceableness
εὐχρηστόψυχος	having useful moral qualities
εὐχυμία	healthy state of the humours
εὐχωλή	prayer, vow
εὐχώρητος	giving free passage
εὐωδέω	to be fragrant
εὐωδία	sweet smell
εὐωδιάζω	have a sweet savour, 'bouquet'
εὐωμοσία	observance of an oath
εὐωνέω	buy cheaply
εὐωπός	@
εὐωπός1	@
εὐωρέω	to be negligent
εὐωχία	good cheer, feasting
εὐωχητέον	one must feast
εὐωχητήριον	banqueting-house
εὐωχητής	a reveller, guest
εὐωχητικός	festive
εὐόδιος	boni itineris
εὐόδωσις	successful progress
εὐόλισθος	slippery
εὐόμαλος	level
εὐόμιλος	sociable
εὐόμματος	keen-sighted
εὐόνειρος	having auspicious dreams
εὐόργητος	good-tempered
εὐόριστος	easily bounded or limited
εὐόσφρητος	keen-scented
εὐόφθαλμος	with beautiful eyes
εὐύποπτα	believed to be dangerously ill
εὐώδιν	happy as a parent, fruitful
εὐώμοτος	observing oaths
εὐώνυμος	@
εὐώνυμος1	@
εὐώψ	fair-eyed or fair to look on
εὑδάνεμος	Storm-stiller
εὑρεσίκακος	inventive of evil
εὑρετέος	to be discovered, found out
