τὸ	ἐπέκεινα	 la région au delà de	ἐπέκεινα	adv. prép. 
τὰ	ἐπέκεινα	 la région au delà de	ἐπέκεινα	adv. prép. 
τὰ	ἐπεξόδια	 sacrifice avant de marcher à l'ennemi	ἐπεξόδιος	des : ος, ον,	
τὸ	ἐπιϐατικόν	 l'équipage	ἐπιϐατικός	des : ή, όν	subst. 
τὰ	ἐπιϐουλευόμενα	 pièges, embûches	ἐπιϐουλεύω	
τὰ	ἐπιϐώμια	 sacrifices, offrandes	ἐπιϐώμιος	des : ος, ον,	subst. 
τὰ	ἐπιγώνια	 pierres angulaires	ἐπιγώνιος	des : ος, ον,	
οἱ	Ἐπιδαύριοι	 les habitants d'Épidaure	Ἐπιδαύριος	des : α, ον,	
τὸ	ἐπιδόσιμον	 repas par écot	ἐπιδόσιμος	des : ος, ον,	
adv.	ἐπιζάφελον	 violemment	ἐπιζάφελος	des : ος, ον	adv. 
ὁ	ἐπιθαλάμιος	 chant nuptial, épithalame	ἐπιθαλάμιος	des : ος, ον	subst. 
τὸ	ἐπιθαλάμιον	 chant nuptial, épithalame	ἐπιθαλάμιος	des : ος, ον	subst. 
τὸ	ἐπιθυμητικόν	 la faculté de désirer	ἐπιθυμητικός	des : ή, όν	
τὸ	ἐπικελευστικόν	 le signal de l'attaque	ἐπικελευστικός	des : ή, όν,	
τὸ	ἐπικεφάλαιον	 impôt par tête, capitation	ἐπικεφάλαιος	des : ος, ον	
τὸ	ἐπικήδειον	 poésie ou chant funèbre	ἐπικήδειος	des : ος, ον,	
τὰ	ἐπικλωσθέντα	 la destinée de chacun	ἐπικλώθω	
οἱ	Ἐπικούρειοι	 les disciples d'Épicure, les Épicuriens	Ἐπικούρειος	des : ος, ον,	
οἱ	Ἐπίκουροι	 des philosophes comme Épicure	Ἐπίκουρος	gens : ου	(ὁ) 
τὰ	ἐπικώμια	 louange, éloge	ἐπικώμιος	des : α, ον,	
οἱ	ἐπίλεκτοι	 soldats d'élite	ἐπίλεκτος	des : ος, ον,	
τὰ	ἐπίλυτρα	 la rançon	ἐπίλυτρος	des : ος, ον,	
ἡ	ἐπιμελητική	 l'art de prendre soin de, diligence, vigilance	ἐπιμελητικός	des : ή, όν,	
adv.	ἐπίμεστα	 en surabondance	ἐπίμεστος	des : ος, ον,	adv. 
τὸ	ἐπιμόριον	 nombre contenant un entier plus une fraction avec 1 pour numérateur	ἐπιμόριος	des : ος, ον,	
adv.	ἐπίμοχθον	 laborieusement	ἐπίμοχθος	des : ος, ον	adv. 
ὁ	ἐπίνικος	 chant de victoire	ἐπίνικος	des : ος, ον	
τὸ	ἐπιπρεπές	 grâce, décence	ἐπιπρεπής	des : ής, ές,	
τὸ	ἐπιστητόν	 l'objet de la science	ἐπιστητός	des : ή, όν,	
ἡ	ἐπίστιος	 coupe pour les libations en l'honneur des dieux de la maison	ἐπίστιος	des : ος, ον,	
οἱ	ἐπισυνθετικοί	 (les médecins) qui combinent des doctrines différentes, les médecins éclectiques	ἐπισυνθετικός	des : ή, όν,	
adv.	ἐπίσυχνον	 assez souvent.	ἐπίσυχνος	des : ος, ον,	adv. 
τὸ	ἐπίσφηνον	 action de greffer en pratiquant une incision en forme de coin	ἐπίσφηνος	des : ος, ον,	
ἡ	ἐπιτακτική	 l'art ou la faculté de commander	ἐπιτακτικός	des : ή, όν,	
ἡ	ἐπίτομος	 chemin le plus court ou direct	ἐπίτομος	des : ος, ον,	
ὁ	ἐπιτυχών	 le premier venu	ἐπιτυγχάνω	
τὰ	ἐπιτετευγμένα	 les succès	ἐπιτυγχάνω	
τὸ	ἐπίχαρι	 le charme, la grâce	ἐπίχαρις	des : ις, ι,	gens : ιτος	
ἡ	ἐπιχειρητική	 l'art d'argumenter	ἐπιχειρητικός	des : ή, όν,	
ὁ	ἐπίχνοος	 chassie ou saleté qui recouvre les yeux	ἐπίχνοος	des : οος-ους, οον-ουν,	subst. 
ἡ	ἐπιψαύουσα	 tangente	ἐπιψαύω	
ὁ	ἑπόμενος	 (dans une énumération) le suivant	ἕπομαι	
ἡ	ἑπομένη	 la suivante	ἕπομαι	
τὸ	ἑπόμενον	 ce qui suit	ἕπομαι	
οἱ	ἑπόμενοι	 ceux qui viennent ensuite, les descendants,	ἕπομαι	
τὰ	ἔπη	 la poésie épique (p. opp. à poésie lyrique)	ἔπος	gens : ἔπεος-ους	(τὸ) 
οἱ	ἐπουράνιοι	 les dieux du ciel	ἐπουράνιος	des : ος, ον	
τὰ	ἐπουράνια	 les phénomènes célestes	ἐπουράνιος	des : ος, ον	
ὁ	ἑπτάκλινος	 lit de table de sept places ou salle à manger de sept lits	ἑπτάκλινος	des : ος, ον	
τὸ	ἑπτάκλινον	 lit de table de sept places ou salle à manger de sept lits	ἑπτάκλινος	des : ος, ον	
ἡ	ἑπτάμηνος	 durée ou période de sept mois	ἑπτάμηνος	des : ος, ον	subst. 
τὸ	ἑπτάπλευρον	 plantain	ἑπτάπλευρος	des : ος, ον,	
οἱ	Ἑρέννιοι	 la famille des Hérennius.	Ἑρέννιος	gens : ου	(ὁ) 
ἡ	ἐρετική	 l'art de ramer	ἐρετικός	des : ή, όν,	
τὸ	ἐρετικόν	 les rameurs	ἐρετικός	des : ή, όν,	
ἡ	Ἐρετριαία	 la contrée d'Érétrie	Ἐρετριαῖος	des : α, ον,	subst. 
ἡ	Ἐρετριάς	 terre d'Érétrie	Ἐρετριάς	gens : άδος,	subst. adj. f. 
ἡ	ἔριθος	 ouvrière en laine, tisseuse, fileuse	ἔριθος	gens : ου	(ὁ, ἡ) 
τὰ	ἐρικτά	 pain d'orge égrugée	ἐρικτός	des : ή, όν,	
τὸ	ἐριστικόν	 l'art ou la science ou les habitudes de la controverse	ἐριστικός	des : ή, όν,	
τὰ	ἐριστικά	 l'art ou la science ou les habitudes de la controverse	ἐριστικός	des : ή, όν,	
οἱ	ἔριφοι	 les Chevreaux, « la Chèvre »	ἔριφος	gens : ου	(ὁ) 
ἡ	ἑρμηνευτική	 l'art d'interpréter	ἑρμηνευτικός	des : ή, όν,	
ἡ	Ἑρμιονίς	 la contrée d'Hermionè	Ἑρμιονίς	gens : ίδος	(ἡ) subst. adj. f. 
οἱ	Ἑρμογλύφαι	 la rue des statuaires	Ἑρμογλύφης	(ὁ) 
ὁ	ἑρπηστής	 animal rampant, reptile	ἑρπηστής	gens : οῦ,	subst. adj. m. 
τὰ	ἑρπηστικά	 ulcères rongeurs	ἑρπηστικός	des : ή, όν,	subst. 
ὁ	ἑρπυστής	 reptile	ἑρπυστής	gens : οῦ,	adj. m. 
ἡ	Ἐρυθραῖα	 le territoire d'Érythres	Ἐρυθραῖος	des : α, ον,	subst. 
ἡ	ἐρυθρόπους	 sorte d'oiseau aux pieds rouges	ἐρυθρόπους	des : ους, ουν,	gens : ποδος,	subst. 
ἡ	Ἐρυκίνη	 le territoire d'Éryx	Ἐρυκῖνος	des : η, ον	subst. 
τὰ	ἐρυμνά	 forte position	ἐρυμνός	des : ή, όν,	
ἡ	ἐρωτητική	 l'art d'interroger (de façon à tirer la conclusion des réponses)	ἐρωτητικός	des : ή, όν,	
adv.	ἔσχατα	 aux extrémités (du camp)	ἔσχατος	des : η, ον	adv. 
adv.	ἔσχατον	 pour la dernière fois	ἔσχατος	des : η, ον	adv. 
οἱ	ἐσωτερικοί	 les disciples initiés à la doctrine ésotérique de Pythagore	ἐσωτερικός	des : ή, όν,	
τὰ	ἑτερογενή	 noms qui changent de genre au pluriel	ἑτερογενής	des : ής, ές,	
τὸ	ἑτερόχρονον	 changement de temps	ἑτερόχρονος	des : ος, ον,	
τὸ	εὖ	 le bien, le bon droit, la bonne cause	εὖ	subst. adv. 
τὸ	εὐάρεστον	 > εὐαρέστησις	εὐάρεστος	des : ος, ον	
τὸ	εὐάρμοστον	 > εὐαρμοστία	εὐάρμοστος	des : ος, ον,	
ἡ	εὔγειος	 terre fertile	εὔγειος	des : ος, ον,	
τὸ	εὔγονον	 la faculté de produire	εὔγονος	des : ος, ον,	
τὸ	εὔδαιμον	 le bonheur	εὐδαίμων	des : ων, ον,	gens : ονος,	
τὸ	εὐδίοπτον	 transparence	εὐδίοπτος	des : ος, ον,	
τὸ	εὔηθες	 la simplicité, la bonté	εὐήθης	des : ης, ες,	subst. 
τὸ	εὐθύγραμμον	 la ligne droite	εὐθύγραμμος	des : ος, ον,	
τὸ	εὐθυεργές	 ligne tirée au cordeau	εὐθυεργής	des : ής, ές	
τὰ	εὐθύτονα	 sorte de machines de jet à battement direct (catapulte, oxybèle etc.)	εὐθύτονος	des : ος, ον	
adv.	εὐθύωρον	 en ligne droite, directement	εὐθύωρος	des : ος, ον,	adv. 
ὁ	Εὔϊος	 le dieu Bacchus	1 Εὔϊος	gens : ου,	adj. m. 
ἡ	εὔκνημος	 polycnème, (aux pieds nombreux)	εὔκνημος	des : ος, ον,	
τὸ	εὐμετάϐολον	 disposition à changer, mobilité.	εὐμετάϐολος	des : ος, ον,	
τὸ	εὐμετάδοτον	 libéralité	εὐμετάδοτος	des : ος, ον,	
τὸ	εὐμετακίνητον	 manque de fermeté	εὐμετακίνητος	des : ος, ον	
ὁ	εὐνητήρ	 époux	εὐνητήρ	gens : ῆρος,	subst. adj. m. 
τὸ	εὔνουν	 la bienveillance	εὔνοος	des : οος-ους, οον-ουν, οοι-οι,	subst. 
τὸ	εὐποιητικόν	 la bienfaisance	εὐποιητικός	des : ή, όν,	
τὰ	εὐπόριστα	 remèdes usuels	εὐπόριστος	des : ος, ον,	
τὸ	Εὐριπίδειον	 le mètre d'Euripide	Εὐριπίδειος	des : α, ον	
adv.	τὸ εὖρος	 en largeur	εὖρος	gens : εος-ους	(τὸ) 
ἡ	Εὐρωπία	 l'Europe	Εὐρώπιος	des : α, ον,	
τὸ	εὐσκέπαστον	 l'abri	εὐσκέπαστος	des : ος, ον,	
τὸ	εὐφεγγές	 lumière brillante	εὐφεγγής	des : ής, ές,	
τὸ	εὔψυχον	 magnanimité, générosité	1 εὔψυχος	des : ος, ον	
τὸ	εὐῶδες	 bonne odeur	εὐώδης	des : ης, ες,	
οἱ	Ἐφιάλται	 des hommes comme Éphialtès	Ἐφιάλτης	gens : ου	(ὁ) 
τὸ	ἐχέκολλον	 glu	ἐχέκολλος	des : ος, ον,	
τὰ	ἐχεμυθούμενα	 les choses secrètes	ἐχεμυθέω	
ἡ	ἐχενηΐς	 remora (poisson)	ἐχενηΐς	gens : ΐδος,	subst. adj. f. 
ὁ	ἐχίτης	 vipérine	ἐχίτης	gens : ου	subst. adj. m. 
τὰ	ἑψανά	 > ἑψήματα	ἑψανός	des : ή, όν	
οἱ	ἑψητοί	 sorte de petits poissons qu'on mangeait avec une sauce	ἑψητός	des : ή, όν,	
τὸ	ἕωθεν	 le matin	ἕωθεν	adv. 
adv.	ζαχρειές	 fortement, violemment	ζαχρειής	des : ής, ές,	adv. 
οἱ	ζεφύριοι	 les vents d'ouest	ζεφύριος	des : ος α, ον	
τὸ	ζητητικόν	 la recherche	ζητητικός	des : ή, όν,	
οἱ	ζητητικοί	 les chercheurs	ζητητικός	des : ή, όν,	
ἡ	ζητητική	 la doctrine des sceptiques, le scepticisme	ζητητικός	des : ή, όν,	
τὸ	ζοφερόν	 obscurité	ζοφερός	des : ά, όν,	
ἡ	ζωγραφική	 l’art de la peinture	ζωγραφικός	des : ή, όν	
ὁ	ζῳδιακός	 le zodiaque	ζῳδιακός	des : ή, όν,	
ἡ	ζῳδιακή	 le zodiaque	ζῳδιακός	des : ή, όν,	
ἡ	ζῳοθηρική	 la chasse aux animaux	ζῳοθηρικός	des : ή, όν,	
ἡ	ζῳοτροφική	 l’élevage des animaux	ζῳοτροφικός	des : ή, όν,	
adv.	ἠϐαιόν	 un peu	ἠϐαιός	des : ά, όν,	adv. 
ὁ	ἡϐητής	 adolescent	ἡϐητής	gens : οῦ,	adj. m. 
τὸ	ἡδύγαιον	 concombre	ἡδύγαιος	des : ος, ον	subst. 
ὁ	ἡδύοσμος	 menthe (pl.)	ἡδύοσμος	des : ος, ον,	subst. 
τὸ	ἡδύοσμον	 menthe (pl.)	ἡδύοσμος	des : ος, ον,	subst. 
adv.	ἡδύ	 doucement	ἡδύς	des : ἡδεῖα, ἡδύ,	gens : ἡδέος, ἡδείας, ἡδέος,	subst. adv. 
τὸ	ἡδύ	 l’agrément	ἡδύς	des : ἡδεῖα, ἡδύ,	gens : ἡδέος, ἡδείας, ἡδέος,	subst. adv. 
τὰ	ἡδέα	 les plaisirs	ἡδύς	des : ἡδεῖα, ἡδύ,	gens : ἡδέος, ἡδείας, ἡδέος,	subst. adv. 
τὰ	ἥδοντα	 les plaisirs	ἥδω	
οἱ	Ἠλειακοί	 philosophes de l’école d’Élée	Ἠλειακός	des : ή, όν,	
ἡ	ἡλιακή	 année solaire	ἡλιακός	des : ή, όν,	
αἱ	Ἡλιάδες	 les Hèliades	Ἡλιάς	gens : άδος,	adj. f. 
τὸ	ἡλιοφυές	 souci (fleur)	ἡλιοφυής	des : ής, ές,	
οἱ	Ἡλιῶται	 les habitants imaginaires du soleil	ἡλιώτης	gens : ου,	adj. m. 
ὁ	ἡμεροδρόμος	 courrier	ἡμεροδρόμος	des : ος, ον,
τὰ	ἥμερα	 les animaux apprivoisés ou domestiques,	ἥμερος	des : ος α, ον,	
ὁ	ἡμεροσκόπος	 guetteur ou sentinelle de jour	ἡμεροσκόπος	des : ος, ον,	subst. 
τὸ	ἡμιχοίνικον	 demi-chénice	ἡμιχοίνικος	des : ος, ον	subst. 
ὁ	ἡνιοστρόφος	 conducteur de char	ἡνιοστρόφος	des : ος, ον,	subst. 
ἡ	ἡνιοχική	 l’art de conduire un char	ἡνιοχικός	des : ή, όν,	
οἱ	Ἡραιῆς	 les habitants d’Hèræa	Ἡραιεύς	gens : έως	(ὁ) 
οἱ	Ἡρακλείτειοι	 ou partisans d'Héraclite	Ἡρακλείτειος	des : ος, ον,	
οἱ	Ἡροφίλειοι	 les disciples d’Hèrophilos	Ἡροφίλειος	gens : ου	adj. m. 
τὸ	ἡσυχαῖον	 immobilité, inactivité	ἡσυχαῖος	des : α, ον	
οἱ	ἡσύχιοι	 les gens paisibles	ἡσύχιος	des : ος, ον	
adv.	ἅσυχον	 tranquillement, avec calme	ἥσυχος	des : ος, ον	intr. adv. 
adv.	ἅσυχα	 tranquillement, avec calme	ἥσυχος	des : ος, ον	intr. adv. 
τὸ	ἠτριαῖον	 les intestins	ἠτριαῖος	des : α, ον,	
ἡ	ἠτριαία	 les intestins	ἠτριαῖος	des : α, ον,	
τὰ	Ἡφαίστεια	 fêtes d’Hèphæstos	Ἡφαίστειος	des : ος, ον,	subst. 
ὁ	ἀχέτας	 la cigale	ἠχέτης	gens : ου,	adj. m. 
ἡ	θαλαμηγός	 sorte de gondole égyptienne	θαλαμηγός	des : ός, όν	
τὸ	θαλαμηγόν	 sorte de gondole égyptienne	θαλαμηγός	des : ός, όν	
ὁ	θαλάμιος	 rameur du rang inférieur,	θαλάμιος	des : α, ον	(ὁ) 
ἡ	θαλαμία	 sabord de nage ou trou par où passe la rame du rang inférieur	θαλάμιος	des : α, ον	(ὁ) 
ἡ	θαλαμιά	 rame du rang le plus bas	θαλάμιος	des : α, ον	(ὁ) 
τὸ	τεθαρρηκός	 la confiance	θαρρέω	
τὸ	θαρροῦν	 la confiance	θαρρέω	
ἡ	Θασία	 sorte de sauce	Θάσιος	des : α, ον,	subst. 
τὸ	θαυματοποιϊκόν	 art du jongleur	θαυματοποιϊκός	des : ή, όν	
ἡ	θαυματοποιϊκή	 art du jongleur	θαυματοποιϊκός	des : ή, όν	
τὸ	θεῖον	 la divinité	2 θεῖος	des : α, ον,	subst. 
τὰ	θεῖα	 les choses divines, les actions divines	2 θεῖος	des : α, ον,	subst. 
ὁ	θεμέλιος	 pierre de fondation	θεμέλιος	des : ος, ον,	subst. 
ὁ	θεμελιοῦχος	 pierre fondamentale	θεμελιοῦχος	des : ος, ον,	subst. 
τὸ	Θεμιστόκλειον	 tombeau de Thémistocle	Θεμιστόκλειος	des : ος, ον,	
τὸ	θεόδοτον	 remède contre la toux	θεόδοτος	des : ος, ον,	
ἡ	θεοληπτική	 aptitude à être inspiré, l'inspiration	θεοληπτικός	des : ή, όν,	
ἡ	θεολογική	 la science de la connaissance de Dieu	θεολογικός	des : ή, όν,	
ἡ	θεομορίη	 la destinée	θεομόριος	des : η, ον,	
τὰ	θεοξένια	 fête en l’honneur d’Apollon, (à Pellène ou à Delphes)	θεοξένιος	gens : ου,	adj. m. 
τὸ	θεοσεϐές	 la piété	θεοσεϐής	des : ής, ές,	
τὰ	θεραπήϊα	 remèdes	θεραπήϊος	des : η, ον	
ἡ	θερεία	 l'été	θέρειος	des : α ος, ον,	subst. 
τὰ	θερινά	 la saison d'été	θερινός	des : ή, όν,	
τὸ	θεριστικόν	 moisson	θεριστικός	des : ή, όν,	
adv.	θέσκελον	 merveilleusement	θέσκελος	des : ος, ον,	adv. 
αἱ	Θεσμοφοριάζουσαι	 les Femmes célébrant les Thesmophories	θεσμοφοριάζω	
ἡ	Θεσπιάς	 contrée de Thespies	Θεσπιάς	gens : άδος,	adj. f. 
οἱ	Θεσπιεῖς	 les Thespiens	Θεσπιεύς	gens : έως,	adj. m. 
ἡ	θεσπιῳδός	 prophétesse	θεσπιῳδός	des : ός, όν,	subst. 
ἡ	θηλαμών	 nourrice	θηλαμών	gens : όνος	subst. adj. f. 
τὸ	θηλυγόνον	 sorte de plante	θηλυγόνος	des : ος, ον	subst. 
τὸ	θηλυφόνον	 aconit	θηλυφόνος	des : ος, ον	subst. 
οἱ	Θηραῖοι	 les habitants de Thèra	Θηραῖος	des : α, ον,	
ἡ	Θηρίκλειος	 coupe de terre noire fabriquée par Thèriklès	Θηρίκλειος	des : ος, ον,	subst. 
ἡ	Θηρικλεία	 coupe de terre noire fabriquée par Thèriklès	Θηρίκλειος	des : ος, ον,	subst. 
τὰ	Θηρίκλεια	 coupe de terre noire fabriquée par Thèriklès	Θηρίκλειος	des : ος, ον,	subst. 
ἡ	θηρόϐοτος	 pays peuplé de bêtes sauvages	θηρόϐοτος	des : ος, ον,	subst. 
τὸ	θηροφόνον	 aconit	θηροφόνος	des : ος, ον,	
οἱ	Θησεῖδαι	 les Théséïdes, ou descendants de Thésée	Θησείδης	gens : ου	(ὁ) 
τὸ	θνησείδιον	 bête morte, crevée	θνησείδιος	des : ος, ον,	
τὸ	θνησιμαῖον	 corps mort	θνησιμαῖος	des : α, ον	
τὰ	θνησιμαῖα	 chair d'un animal mort de maladie	θνησιμαῖος	des : α, ον	
οἱ	Θουριᾶται	 habitants de Thouria	Θουριάτης	gens : ου,	adj. m. 
ἡ	Θουρία	 le territoire de Thurium	Θούριος	des : α, ον,	
ἡ	Θρηϊκίη	 la Thrace	Θρᾴκιος	des : α, ον,	
ὁ	θρεπτός	 esclave né dans la maison	θρεπτός	des : ή, όν,	subst. 
ἡ	θρεπτή	 alumna	θρεπτός	des : ή, όν,	subst. 
ὁ	θυηπόλος	 prêtre chargé du sacrifice et de la divination	θυηπόλος	des : ος, ον,	subst. 
ἡ	θυηπόλος	 Vestale	θυηπόλος	des : ος, ον,	subst. 
τὸ	θυμόσοφον	 docilité	θυμόσοφος	des : ος, ον	
τὸ	θυμούμενον	 la colère, l'animosité	θυμόω	
οἱ	Θυριεῖς	 les habitants de Thyrion	Θυριεύς	gens : έως	(ὁ) 
τὸ	θυροκοπικόν	 air de flûte, sorte de sérénade pour se faire ouvrir la porte	θυροκοπικός	des : ή, όν	subst. 
ἡ	θυτική	 la science des sacrifices ou de la divination	θυτικός	des : ή, όν	
τὸ	θυτικόν	 la science des sacrifices ou de la divination	θυτικός	des : ή, όν	
ἡ	ἰαμϐική	 l'ïambique	ἰαμϐικός	des : ή, όν,	subst. 
οἱ	Ἰασῆς	 les habitants d'Iasos	Ἰασεύς	gens : έως	(ὁ) 
οἱ	Ἰασεῖς	 les habitants d'Iasos	Ἰασεύς	gens : έως	(ὁ) 
οἱ	ἰατρομαθηματικοί	 médecins qui recourent à l'astrologie	ἰατρομαθηματικός	des : ή, όν	
ἡ	Ἰδαία	 la déesse du mt Ida, Cybèle	2 Ἰδαῖος	des : α, ον	
ἡ	ἰδιοθηρευτική	 > ἰδιοθηρία	ἰδιοθηρευτικός	des : ή, όν	
τὰ	ἱερογλυφικά	 hiéroglyphes	ἱερογλυφικός	des : ή, όν	
αἱ	ἱερόδουλοι	 femmes esclaves attachées au service d'une divinité	ἱερόδουλος	gens : ου	(ὁ, ἡ) 
τὸ	Ἱερόν	 Hiéron ou le lieu Sacré	Ἱερόν	subst. 
τὰ	ἱερώσυνα	 parties de la victime réservées au prêtre	ἱερώσυνος	des : η, ον	subst. 
ὁ	Ἴθακος	 l'Ithacien, Ulysse	Ἴθακος	gens : ου	subst. adj. m. 
τὰ	ἱκανά	 le suffisant, le nécessaire	ἱκανός	des : ή, όν	
τὸ	Ἰκάριον	 la mer d'Icare	2 Ἰκάριος	des : α, ον	
τὸ	ἱλαρόν	 gaîté, enjouement	ἱλαρός	des : ά, όν	
οἱ	ἱλάονες	 > φαλλοί	Ἱλάων	gens : άονος	(ὁ) 
τὸ	Ἰλλυρικόν	 l'Illyrie	Ἰλλυρικός	des : ή, όν	subst. 
οἱ	Ἰλλύριοι	 les Illyriens	Ἰλλύριος	des : α, ον,	
ἡ	Ἰλλυρίς	 l'Illyrie	Ἰλλυρίς	gens : ίδος	subst. adj. f. 
οἱ	ἱμαντόποδες	 les hommes aux longues jambes ou aux jambes flexibles	ἱμαντόπους	gens : ποδος	(ὁ) 
οἱ	Ἰναχίδαι	 les Inakhides, les Argiens	Ἰναχίδης	gens : ου	(ὁ) 
ἡ	Ἰναχίη	 Iô, fille d'Inakhos	Ἰνάχιος	des : α, ον	subst. 
οἱ	Ἰνδοί	 les Indiens	2 Ἰνδός	des : ή, όν,	
ὁ	ἰξευτής	 oiseleur qui chasse à la glu	ἰξευτής	gens : οῦ,	subst. adj. m. 
τὰ	Ἰξευτικά	 Chasse à la glu (titre d’un poème d’Oppien)	ἰξευτικός	des : ή, όν,	subst. 
οἱ	Ἰξίονες	 les Ixions.	Ἰξίων	gens : ονος	(ὁ) 
ὁ	ἰξοϐόρος	 sorte de grive	ἰξοϐόρος	des : ος, ον,	subst. 
αἱ	ἰξύες	 les reins	ἰξύς	gens : ύος	(ἡ) 
ὁ	Ἰόνιος	 la mer Ionienne.	Ἰόνιος	des : α, ον	subst. 
ὁ	Ἰούλιος	 le mois de juillet	2 Ἰούλιος	des : α, ον	subst. 
αἱ	ἱππαγωγοί	 vaisseaux de transport pour les chevaux	ἱππαγωγός	des : ός, όν	
τὰ	Ἱππιατρικα	 les Hippiatriques ou Traité de médecine vétérinaire	ἱππιατρικός	des : ή, όν	
οἱ	ἱπποϐόται	 les éleveurs de chevaux, les nobles	ἱπποϐότης	gens : ου	(ὁ) 
οἱ	Ἱππόποδες	 les Hippopodes	ἱππόπους	gens : ἱππόποδος	(ὁ, ἡ) 
τὸ	ἴρινον	 huile ou parfum d'iris	ἴρινος	des : η, ον	subst. 
ἡ	ἰσαία	 l'égalité.	ἰσαῖος	des : α, ον	
adv.	ἰσάμιλλα	 également	ἰσάμιλλος	des : ος, ον	adv. 
τὸ	Ἰσθμιακόν	 sorte de couronne	Ἰσθμιακός	des : ή, όν,	
τὰ	ἴσθμια	 la région du cou ou de la gorge	ἴσθμιον	gens : ου	(τὸ) 
τὰ	ἴσθμια	 les jeux isthmiques	ἴσθμιος	des : α, ον,	
τὸ	ἴσθμιον	 sorte de couronne	ἴσθμιος	des : α, ον,	
ὁ	Ἰσιακός	 prêtre d'Isis	Ἰσιακός	des : ή, όν	
ὁ	Ἰσμήνιος	 le dieu du fleuve Ismènos, Apollon	Ἰσμήνιος	des : α, ον,	subst.
τὸ	Ἰσμήνιον	 temple d'Apollon	Ἰσμήνιος	des : α, ον,	subst.
τὸ	ἰσοετές	 plante qui reste verte toute l'année	ἰσοετής	des : ής, ές	
οἱ	Ἰσοκράτειοι	 les disciples d'Isocrate	Ἰσοκράτειος	des : ος, ον	
οἱ	Ἰσοκράτεις	 les orateurs comme Isocrate	Ἰσοκράτης	gens : ους	(ὁ) 
τὸ	ἰσόπεδον	 plaine unie	ἰσόπεδος	des : ος, ον	subst. 
τὸ	ἴσον	 égalité, force égale ou condition égale, équivalent	ἴσος	des : η, ον	subst. adv. 
τὰ	ἴσα	 égalité, force égale ou condition égale, équivalent	ἴσος	des : η, ον	subst. adv. 
adv.	ἶσον	 également, semblablement, pareillement	ἴσος	des : η, ον	subst. adv. 
ἡ	ἴση	 part égale	ἴσος	des : η, ον	subst. adv. 
τὰ	ἴσα	 part égale	ἴσος	des : η, ον	subst. adv. 
τὸ	ἴσχαιμον	 remède hémostatique	ἴσχαιμος	des : ος, ον,	
ἡ	ἴσχαιμος	 plante hémostatique	ἴσχαιμος	des : ος, ον,	
τὸ	ἰσχυρόν	 force, vigueur	ἰσχυρός	des : ά, όν	
τὰ	ἰσχυρά	 lieu ou place dans une forte situation	ἰσχυρός	des : ά, όν	
οἱ	Ἰχθυοφάγοι	 les Ichtyophages, peuples qui vivent de poissons	ἰχθυοφάγος	des : ος, ον	
ὁ	ἰχνευτήρ	 ichneumon (rat d'Égypte ou guêpe)	ἰχνευτήρ	gens : ῆρος,	subst. adj. m. 
οἱ	Ἴωνες	 les Ioniens, les Ioniens	2 Ἴων	gens : Ἴωνος,	adj. m. 
ἡ	Ἰωνίς	 l'Ionienne	Ἰωνίς	gens : ίδος,	subst. adj. f. 
ἡ	καϐϐαλική	 la science de la lutte	καϐϐαλικός	des : ή, όν,	
οἱ	Καδμεῖοι	 les descendants de Kadmos, les Thébains	Καδμεῖος	des : α, ον,	
αἱ	καθαιρέσεις	 ruines	καθαίρεσις	gens : εως	(ἡ) 
τὸ	καινότατον	 ce qu'il y a de plus extraordinaire	καινός	des : ή, όν,	
τὸ	καινόσπουδον	 recherche du nouveau	καινόσπουδος	des : ος, ον,	subst. 
οἱ	Καίσαρες	 les Césars	Καῖσαρ	gens : αρος	(ὁ) 
οἱ	κακοί	 les méchants	κακός	des : ή, όν	subst. 
τὸ	κακόν	 mal, malheur	κακός	des : ή, όν	subst. 
οἱ	καλαθηφόροι	 les porteurs de corbeilles	καλαθηφόρος	des : ος, ον	
οἱ	Κάλανοι	 les Brahmanes	Κάλανος	gens : ου	(ὁ) 
ἡ	καλλιέλαιος	 olivier cultivé	καλλιέλαιος	des : ος, ον,	subst. 
ὁ	καλλιώνυμος	 sorte de poisson	καλλιώνυμος	des : ος, ον	subst. 
ἡ	καλλωπιστική	 l'art de la parure	καλλωπιστικός	des : ή, όν,	
οἱ	Καλυδώνιοι	 les habitants de Calydon	Καλυδώνιος	des : α, ον	
τὰ	καμαρικά	 traité des voûtes ou des cintres	καμαρικός	des : ή, όν	
οἱ	Καμηλοϐοσκοί	 les nourrisseurs de chameaux	καμηλοϐοσκός	gens : οῦ	(ὁ) 
τὸ	Καναστραῖον	 le promontoire de Kanastron	Καναστραῖος	des : α ος, ον,	subst. 
αἱ	κανηφόροι	 les Canéphores	κανηφόρος	des : ος, ον	
τὸ	κανονικόν	 la logique	κανονικός	des : ή, όν	
τὰ	Καπιτώλια	 les jeux Capitolins	Καπιτώλιος	des : α, ον	
οἱ	Καππαδόκαι	 les Cappadociens	Καππαδόκης	gens : ου	(ὁ) 
οἱ	Καππάδοκες	 les Cappadociens	Καππάδοξ	(ὁ) 
ὁ	κάπριος	 sanglier	κάπριος	des : ος, ον,	subst. 
οἱ	Καρύστιοι	 les habitants de Karystos	Καρύστιος	des : α, ον	
οἱ	Καρχηδόνιοι	 les Carthaginois	Καρχηδόνιος	des : α, ον,	
