γύπεσσι	> γύψ	
γῶν	> γοῦν	
δα	> δάσκιος, δαφοινός	
δᾷδος	> δᾳδίς	gens : ου (ὁ) 
δάε	> *δάω	
δαείω	> *δάω	
δαελός	> δαλός	(ὁ) 
δάεν	> *δάω	
δαῆναι	> *δάω	
δάηται	> δαίω 2	
δαΐ	> δαΐς 2	
δαιδαλέοσμος	> δαιδαλέοδμος	des : ος, ον, 
δαιδαλεύω	> δαιδάλλω	
δαιδαλόεις	> δαιδάλεος	des : εσσα, εν 
δαινύω	> δαίνυμι	
δαΐξαι	> δαΐζω	
δαίρω	> δέρω	
δαισάμην	> δαίνυμι	
δαισθείς	> δαίνυμι	
δαίσω	> δαίνυμι	
δαϊχθείς	> δαΐζω	
δάκε	> δάκνω	
δακρυόφιν	> δάκρυον	
δακτύληθρον	> δακτυλήθρα	gens : ου (τὸ) 
δάκτυλον	> δάκτυλος	gens : ου (τὸ) 
δαλέομαι	> δηλέομαι	
Δάλιος	> Δήλιος	
Δαλογενής	> Δηλογενής	
Δᾶλος	> Δῆλος	
δαμάᾳ	> δαμάω	
Δαμάγητος	> Δημάγητος	
Δαμαγόρας	> Δημαγόρας	
Δαμαρέτιος	> *Δημαρέτιος	
Δαμάρετος	> Δημάρετος	
Δάμαρχος	> Δήμαρχος	
δαμάσδει	> δαμάζω	
δάμασσα	> δαμάζω	
Δαμάτηρ	> Δημήτηρ	
Δαματρία	> Δημητρία	
Δαμάτριος	> Δημήτριος	
δαμάω	> δαμάζω	
δαμείω	> δάμνημι	des : δαμήμεναι, 
δαμνᾷ	> δαμνάω	
δαμνάω	> δαμάζω	
δαμογέρων	> δημογέρων	
Δαμογέρων	> *Δημογέρων	
Δαμοκλείδας	> Δημοκλείδης	
Δαμοκλῆς	> Δημοκλῆς	
Δαμοκράτεια	> *Δημοκράτεια	
Δαμοκράτης	> Δημοκράτης	
Δαμοκρίτα	> *Δημοκρίτα	
Δαμόκριτος	> Δημόκριτος	
Δαμομένης	> *Δημομένης	
Δαμόξενος	> *Δημόξενος	
δᾶμος	> δῆμος	
δαμόσιος	> δημόσιος	
Δαμοστρατεία	> *Δημοστρατεία	
Δαμόστρατος	> Δημόστρατος	
δαμότας	> δημότης	
Δαμοτέλης	> Δημοτέλης	
Δαμότιμος	> Δημότιμος	
δαμότις	> δημότις	
Δαμόφαντος	> Δημόφαντος	
Δαμοφίλη	> Δημοφίλη	
Δαμόφιλος	> Δημόφιλος	
Δαμοφῶν	> Δημοφόων	
Δαμοχάρης	> Δημοχάρης, χάρις	gens : -χαρις, 
δαμόωνται	> δαμάω	
Δαμώ	> Δημώ	
δαμώματα	> *δημώματα	
Δάμων	> Δήμων	
Δαμωνίδας	> Δημωνίδας	
δᾶν	> δᾶ.	
Δανάα	> Δανάη	
Δανααί	> Δαναΐδες	gens : ῶν (αἱ) 
δανειῇ	> δανείζω	
δανίζω	> δανείζω	
Δανιῆλος	> Δανιήλ	gens : ου (ὁ) 
Δάρδης	> Δαράδαξ	
Δαρειαῖος	> Δαρεῖος	gens : ου (ὁ) 
Δαρειάν	> Δαρεῖος 1	(ὁ) 
δαρείς	> δέρω	
Δαρέτιος	> Δαρεῖος 2	des : α, ον 
δαρήσομαι	> δέρω	
Δαριήκης	> Δαρεῖος 1	(ὁ) 
δαρόϐιος	> δηρόϐιος	
δαρός	> δηρός	
δάς	> δαΐς 1	
δάσασθαι	> δαίω 1	
Δασκύλιον	> Δασκύλειον	
δάσομαι	> δαίω 1	
δασπλής	> δασπλῆτις	gens : ῆτος (ὁ, ἡ) 
δάσσασθαι	> δαίω 1	
δασυκνήμις	> δασύκνημος	gens : ιδος (ὁ, ἡ) 
δασυκνήμων	> δασύκνημος	des : ων, ον, gens : ονος 
δασύστηθος	> δασύστερνος	des : ος, ον 
δασύτρωγλος	> δασύπρωκτος	des : ος, ον 
Δατάμας	> Δαμάτας	
δαύκειον	> δαῦκος	gens : ου (τὸ) 
δαῦκον	> δαῦκος	gens : ου (τὸ) 
Δαύλεια	> Δαυλίς	gens : ας (ἡ) 
Δαυλία	> Δαύλιος	gens : ας (ἡ) 
δαυχνοφόρος	> δαφνηφόρος	des : ος, ον, 
δάφνα	> δάφνη	
δαφνόκοκκος	> δαφνόκοκκον	gens : ου (ὁ) 
δαφνοκόμης	> δαφνόκομος	gens : ου, adj. m. 
δαφοινεός	> δαφοινός	des : ός, όν 
δαφοινήεις	> δαφοινός	des : εσσα, εν 
δαψιλέως	> δαψιλῶς	
δέγμενος	> δέχομαι	
δεδάασθαι	> *δάω	
δεδαίαται	> δαίω 1	
δεδαϊγμένος	> δαΐζω	
δέδακε	> δάκνω	
δεδάρθαι	> δέρω	
δέδασται	> δαίω 1	
δεδαυῖα	> δαίω 2	
δέδεγμαι	> δέχομαι	
δέδειγμαι	> δείκνυμι	
δέδεξο	> δέχομαι	
δέδηγμαι	> δάκνω	
δέδηε	> δαίω 2	
δεδηχώς	> δάκνω	
δεδῄωκα	> δηϊόω	
δέδια	> δείδω	
δεδίδαχα	> διδάσκω	
δεδιῄτηκα	> διαιτάω	
δέδιθι	> δείδω	
δεδιώς	> δείδω	
δέδμανθ'	> δέμω	
δεδμήατο	> δάμνημι	
δέδμημαι	> δάμνημι	
δέδογμαι	> δοκέω	
δέδοικα	> δείδω	
δεδοίκω	> δείδω	
δεδόκημαι	> δοκέω	
δέδοκται	> δοκέω	
δέδομαι	> δίδωμι	
δέδορκα	> δέρκομαι	
δεδουπώς	> δουπέω	
δεδραγμένος	> δράσσομαι	
δέδρομα	> τρέχω	
δεδυκεῖν	> δύω	
δεδύνημαι	> δύναμαι	
δέδωκα	> δίδωμι	
δέελος	> δῆλος	des : η, ον, 
δείδεκτο	> δείκνυμι	
δείδετε	> δείκνυμι	
δειδέχαται	> δείκνυμι	
δείδια	> δείδω	
δειδιώς	> δείδω	
δείδοικα	> δείδω	
δειελινός	> δείελος	des : ή, όν 
δεικνύω	> δείκνυμι	
δείλαν	> δείλη	
δεῖλαρ	> δέλεαρ	gens : ατος (τὸ) 
δειμάσθην	> δέμω	
δείματο	> δέμω	
δείμομεν	> δέμω	
δεινώψ	> δεινωπός	gens : ῶπος (ὁ, ἡ) 
δεῖος	> δέος	gens : δείους, (τὸ) 
δεῖπνος	> δεῖπνον	gens : ου (ὁ) 
δειπνοσύνη	> δεῖπνον	gens : ης (ἡ) 
δειραγχής	> δειραχθής	
δείρω	> δέρω	
δεισίθεος	> δεισιδαίμων	des : ος, ον 
δεκαδάρχης	> δεκάδαρχος	gens : ου (ὁ) 
δεκαπηχυαῖος	> δεκάπηχυς	des : α, ον 
δεκάτη	> δέκατος	gens : ης (ἡ) 
Δεκελεεύς	> Δεκελεύς	
Δεκελέη	> Δεκέλεια	
Δεκελικός	> Δεκελεικός	des : ή, όν, 
δέκευ	> δέκομαι	
δέκομαι	> δέχομαι	
δέκτο	> δέχομαι	
δεκώρυγος	> δεκόργυιος	
δελεαστός	> δελεαστικός	des : ή, όν, 
δελέαστρον	> δελεάστρα	gens : ου (τὸ) 
δελείατος	> δέλεαρ	
δελήτιον	> δέλεαρ	gens : ου (τὸ) 
δέλος	> δέλεαρ	gens : εος-ους (τὸ) 
δελφακίνη	> δέλφαξ	gens : ης (ἡ) 
δελφίν	> δελφίς	gens : ῖνος (ὁ) 
Δελφύνη	> Δελφίνη	
δένδρειον	> δένδρεον	gens : ου (τὸ) 
δένδρειος	> δενδρικός	des : ος, ον, 
δένδρεον	> δένδρον	gens : ου (τὸ) 
δένδρεσι	> δένδρος	
δενδριακός	> δενδρικός	des : ή, όν, 
δένδριον	> δένδρεον	gens : ου (τὸ) 
δενδροκόμης	> δενδρόκομος	gens : ου, adj. m. 
δενδρολίϐανον	> λιϐανωτίς	gens : ου (τὸ) 
δένδρος	> δένδρον	gens : εος-ους (τὸ) 
δενδρώεις	> δενδρήεις	des : εσσα, εν, 
δέξαι	> δεῖξαι	
δεξιή	> δεξιά	
δεξιοϐόλος	> δεξιολάϐος	gens : ου (ὁ) 
δεξιόφιν	> δεξιός	
δεξιόω	> δεξιόομαι	
δέξο	> δέχομαι	
δέξω	> δείξω	
1 δέομαι	> δέω 1	
2 δέομαι	> δέω 2	
3 δέομαι	> δίομαι	
1 δέον	> δέω 1 et 2	
δέρα	> δέρη	
δεράς	> δειράς	gens : άδος (ἡ) 
δέρις	> δέρη	gens : ιος (ἡ) 
δερκιάομαι	> δέρκομαι	
Δερκυλλίδας	> Δερκυλίδας	gens : ου (ὁ) 
Δέρκυλλος	> Δερκύλος	gens : ου (ὁ) 
δέρον	> δέρω	
δεσμά	> *δεσμόν	
δεσμέω	> δεσμεύω	
δεσμίς	> δεσμή	gens : ίδος (ἡ) 
δεσπόσιος	> δεσπόσυνος	des : ος, ον, 
δεσπότειρα	> δέσποινα	gens : ας (ἡ) 
δεῦε	> δεύω 1	
δευήσεσθαι	> δεύω 2	
Δευκαλίωνες	> Δευκαλίων	
Δεύνυσος	> Διόνυσος	
δευοίατο	> δεύω 2	
δεύομαι	> δεύω 1 et 2	
δεῦρε	> δεῦρο	adv. 
δεύρω	> δεῦρο	adv. 
Δεύς	> Ζεύς	(ὁ) 
δευτάτιος	> δεύτατος	des : α -η ον 
δευτερέω	> δευτερεύω	
δέχαται	> δέχομαι	
δέχθαι	> δέχομαι	
δέχνυμαι	> δέχομαι	
3 δέω	> δήω	
δῆ	> δέω 2	
δῃάλωτος	> δηϊάλωτος	
δηθάκι	> δηθά	adv. 
δῆθε	> δῆθεν	adv. 
δηϊάασκον	> δηϊόω	
δηΐω	> δηϊόω	
δήκοτε	> δήποτε	
δηλητηριώδης	> δηλητήριος	des : ης, ες, 
Δήμητρα	> Δημήτηρ	(ἡ) 
δημιοεργός	> δημιουργός	
δημολόγος	> δημολογικός	gens : ου (ὁ) 
Δημοσθενέω	> Δημοσθενίζω	
δημοσίᾳ	> δημόσιος	
δημοσιακός	> δημόσιος	des : ή, όν, 
Δήν	> Ζήν	(ὁ) 
δῃόω	> δηϊόω	
δηποτοῦν	> δήποτε	adv. 
δηρινθῆναι	> δηρίω	
δησάσκετο	> δέω 1	
δῆσε(ν)	> δέω 1 et 2	
Δί	> Ζεύς	
διαϐολία	> διαϐολή	gens : ας (ἡ) 
διαϐυνέω	> διαϐύω	
διαϐύνω	> διαϐύω	
διαγγελτήρ	> διάγγελος	gens : ῆρος (ὁ) 
διαγίγνομαι	> γίγνομαι	
διαγιγνώσκω	> γιγνώσκω	
διαγίνομαι	> διαγίγνομαι	
διαγινώσκω	> διαγιγνώσκω	
διαγκυλέομαι	> διαγκυλόομαι	
διαγκυλίζομαι	> διαγκυλόομαι	
διαγνώσομαι	> διαγιγνώσκω	
διαγωνία	> ἀγωνία	gens : ας (ἡ) 
διαδέρω	> δέρω	
διαδίδω	> διαδίδωμι	
διαδίδωμι	> δίδωμι	tr. intr. 
διαδραμεῖν	> διατρέχω	
διαδράς	> διαδιδράσκω	
διαδύνω	> διαδύω	
διάει	> διάημι	
2 διαείδω	> διᾴδω	
διαειμένος	> διΐημι	
διαειπέμεν	> διειπεῖν	
διαείσεται	> διαείδω	
διαείσομαι	> διᾴδω	
διαζυγή	> διάζευξις	gens : ῆς (ἡ) 
διαζυγία	> διάζευξις	gens : ας (ἡ) 
διαζώνη	> ζώνη	gens : ης (ἡ) 
διαθετήρ	> διαθέτης	gens : ῆρος (ὁ) 
διαθηρεύω	> διαθηράω	
διαί	> διά	prép. 
διαιϐολίη	> διαϐολία	
διακαθαρίζω	> διακαθαίρω	
διακατατίθημι	> κατατίθημι	
διακαυλίζω	> διακαυλέω	
διακέαται	> διάκειμαι	
διακέλευσμα	> διακέλευμα	
διακέρσαι	> διακείρω	
διακεχρημένος	> διακίχρημι	
διακίνησις	> διακίνημα	gens : εως (ἡ) 
διακλαπέν	> διακλέπτω	
διακλυσμός	> διάκλυσμα	gens : οῦ (ὁ) 
διακλωπάω	> διακλέπτω	
διακονέστερος	> διάκονος	
διακόντωσις	> κόντωσις	gens : εως (ἡ) 
διακορέω	> διακορεύω	
διάκοψις	> διακοπή	gens : εως (ἡ) 
διακρανάω	> *διακρηνάω	
διακριδά	> διακριδόν	adv. 
διάκτωρ	> διάκτορος	gens : ορος (ὁ) 
διακυλίω	> διακυλινδέω	
διαλελαμμένος	> διαλαμϐάνω	
διαλιμπάνω	> διαλείπω	
Διάλις φλάμιν	> Διάλιος ἱερεύς	(ὁ) 
διαλλακτής	> διαλλακτήρ	gens : οῦ (ὁ) 
διαλόγισμα	> διαλογισμός	gens : ατος (τὸ) 
διαμαχετέον	> διαμαχητέον	
διαμαχέω	> διαμάχομαι	
διαμελεϊστί	> μελεϊστί	
διαμίσγω	> διαμίγνυμι	
διαμόνιμος	> μόνιμος	des : ος, ον, 
διαμπείρω	> διαναπείρω	
διαμπερές	> διαμπερής	
διαμύσσω	> ἀμύσσω	
διᾶναι	> διαίνω	
διαναρτάω	> ἀναρτάω	
Διάνασσα	> Διώνασσα	
διανεκής	> διηνεκής	
διανεύμενος	> διανέομαι	
διανίπτω	> διανίζω	
διαπαντός	> πᾶς	
διαπαρείς	> διαπείρω	
διαπεττεύω	> *διαπεσσεύω	
διαπέττω	> *διαπέσσω	
διαπεύθομαι	> διαπυνθάνομαι	
διαπήγιον	> διάπηγμα	gens : ου (τὸ) 
διάπηξ	> διάπηγμα	gens : ηγος (ὁ) 
διαπλαστικός	> πλαστικός	des : ή, όν, 
διάπλεα	> διάπλεως	
διάπλους	> διάπλοος	
διαπνείω	> διαπνέω	
διαπραθέειν	> διαπέρθω	
διαπρέσϐευσις	> διαπρεσϐεία	gens : εως (ἡ) 
διαπρήσσω	> διαπράσσω	
διαπρίζω	> διαπρίω	
διάπροθι	> διαπρό	adv. 
διαπτοιέω	> διαπτοέω	
διαρίπτω	> διαρρίπτω	
διαρραγείης	> διαρρήγνυμι	
διάρρηξις	> διαρραγή	gens : εως (ἡ) 
διαρρήσσω	> διαρρήγνυμι	
διαρριφή	> διάρριψις	gens : ῆς (ἡ) 
διαρρυέν	> διαρρέω	
διαρτύω	> διαρτίζω	
διασαφηνέω	> διασαφέω	
διασεσηρώς	> διασαίρω	
διασιλλόω	> διασιλλαίνω	
διασκαλεύω	> διασκάλλω	
διασκεδασμός	> διασκέδασις	gens : οῦ (ὁ) 
διασκεδῶ	> διασκεδάννυμι	
διάσκεμμα	> σκέμμα	gens : ατος (τὸ) 
διασκίδνημι	> διασκεδάννυμι	
διασμενίζω	> ἀσμενίζω	
διασμήχω	> διασμάω	
διᾴσσω	> διαΐσσω	
διασταθμίζω	> σταθμίζω	
διασταλάσσω	> διαστάζω	
διαστήτην	> διΐστημι	
διαστόλιον	> διαστολεύς	gens : ου (τὸ) 
διασυγχυνέω	> διασυγχέω	
διάσυρσις	> διασυρμός	gens : εως (ἡ) 
διάσχισις	> διασχίς	gens : εως (ἡ) 
διασωπάω	> διασιωπάω	
διάταγμα	> διαταγή	gens : ατος (τὸ) 
διατάκτωρ	> διατάκτης	gens : ορος (ὁ) 
διατείχιον	> διατείχισμα	gens : ου (τὸ) 
διατεσσάρων	> τέσσαρες	
διατιτραίνω	> διατετραίνω	
*διατιτράω	> διατετραίνω	
διατίτρημι	> διατετραίνω	
διατόνιον	> διατόναιον	gens : ου (τὸ) 
διάτριψις	> τρῖψις	gens : εως (ἡ) 
διᾴττω	> διαΐσσω	
διαυγάω	> διαυγάζω	
διαυλοδρόμος	> διαυλοδρόμης	gens : ου (ὁ) 
διαφαγεῖν	> διεσθίω	
διαφυάς	> διαφυή	gens : άδος (ἡ) 
διαφυγγάνω	> διαφεύγω	
διαφύρω	> διαφυρέω	
διαφώσκω	> διαφαύσκω	
διαχρέομαι	> διαχράομαι	
διαχώννυμι	> διαχόω	
διαψηφισμός	> διαψήφισις	gens : οῦ (ὁ) 
δίγαμμον	> δίγαμμα	gens : ου (τὸ) 
διδακτήρ	> βούκεντρον	gens : ῆρος (ὁ) 
διδάκτυλος	> διδακτυλιαῖος	des : ος, ον 
διδασκέμεν	> διδάσκω	
διδασκῆσαι	> διδάσκω	
διδόαμεν	> δίδωμι	
δίδου	> δίδωμι	
*διδόω	> δίδωμι	
διδραχμαῖος	> δίδραχμος	des : α, ον, 
διδραχμιαῖος	> δίδραχμος	des : α, ον, 
διδυματόκος	> *διδυμητόκος	
διδυμητοκέω	> διδυμοτοκέω	
*διδυμητόκος	> διδυμοτόκος	des : ος, ον 
δίδυμνος	> δίδυμος	des : η, ον 
διδυμόγονος	> διδυμογενής	des : ος, ον 
διδυμόζυξ	> διδυμόζυγος	gens : υγος (ὁ, ἡ) 
διδυμόχρους	> διδυμόχροος	(ὁ, ἡ) 
δίε	> δίω	
διεγρομένης	> διεγείρω	
διεδάσαντο	> διαδαίομαι	
διέδεξε	> διαδείκνυμι	
διέδραμον	> διατρέχω	
διέεργον	> διείργω	
διέζωσα	> διαζώννυμι	
διειρύω	> διερύω	
διεκκύπτω	> ἐκκύπτω	
διέκπλους	> διέκπλοος	
διεκπλώω	> διεκπλέω	
διέκριθεν	> διακρίνω	
διεκτετρημέναι	> διεκτιτραίνω	
*διελκύω	> διέλκω	
διενθυμέομαι	> ἐνθυμέομαι	
δίενται	> δίεμαι	
διέξ	> διέκ	
διεξαρτάω	> ἐξαρτάω	
διεξᾴττω	> διεξαΐσσω	
διεξερπύζω	> διεξέρπω	
διεξῇμεν	> διέξειμι	
διεξιείς	> διεξίημι	
διεξιέναι	> διέξειμι	
διεξίμεναι	> διέξειμι	
διεξώϊξεν	> διεξοίγνυμι	
διεπέφραδε	> διαφράζω	
διέπραθον	> διαπέρθω	
διέπτατο	> διΐπτημι	
διέργω	> διείργω	
διερρήθην	> *διέρω	
διερρύηκα	> διαρρέω	
διέρρωγα	> διαρρήγνυμι	
διέσει	> δίειμι 1	
δίεσθαι	> δίεμαι	
διέσσυτο	> διασεύομαι	
διέτμαγεν	> διατμήγω	
διευθηνέω	> εὐθηνέω	
διεφικνέομαι	> ἐφικνέομαι	
δίη	> δῖος	
διήγρετο	> διεγείρω	
διηέριος	> διαέριος	
διηκονέω	> διακονέω	
διήκονος	> διάκονος	
διηκόσιοι	> διακόσιοι	
διηνεκέως	> διηνεκῶς	
δίηται	> δίεμαι	
διῗκτο	> διϊκνέομαι	
Διϊπόλια	> Διπόλια	
διϊστάνω	> διΐστημι	
διϊστάω	> διΐστημι	
διϊσχάνω	> διέχω	
διϊσχυριείω	> διϊσχυρίζομαι	
διϊσχύω	> ἰσχύω	
δίκα	> δίκη	
Δικαιαρχία	> Δικαιάρχεια	gens : ας (ἡ) 
δικαιεῦν	> δικαιόω	
δικαϊκός	> δίκαιος	des : ή, όν 
δικαιοπραγμοσύνη	> δικαιοπραγία	gens : ης (ἡ) 
δικᾶν	> δικάζω	
δικάρανος	> δικάρηνος	
δικάσσατε	> δικάζω	
δικαστήρ	> δικαστής	gens : ῆρος (ὁ) 
δικεῖν	> δίκω	
δίκην	> δίκη	
δικοδοσία	> δικαιοδοσία	gens : ας (ἡ) 
δικολέκτης	> δικολόγος	gens : ου (ὁ) 
δικρᾶ	> δίκροος	
δίκρος	> δίκροος	des : α, ον, 
δίκρους	> δίκροος	
δικτατορεία	> δικτατορία	
δικτατωρεία	> δικτατωρία	gens : ας (ἡ) 
διμάτωρ	> διμήτωρ	
διμνααῖος	> διμναῖος	des : α, ον, 
δίμνεως	> διμναῖος	des : εως, εων, 
διμόρφωτος	> δίμορφος	des : ος, ον 
δῖνα	> δίνη	
δινάζω	> δινέω	
Δίνδυμα	> Δίνδυμον	gens : ων (τὰ) 
Δινδυμένη	> Δινδυμήνη	gens : ης (ἡ) 
Δινδυμίη	> Δινδυμήνη	gens : ης (ἡ) 
Δινδυμίς	> Δινδυμίη	(ἡ) 
δινέμεν	> δίνω	
δινεύεσκον	> δινεύω	
δινεύω	> δινέω	
Διννύτας	> Δινύττας	(ὁ) 
δίνω	> δινέω	
διξός	> δισσός	des : ή, όν, 
Διογενειανός	> Διογενιανός	gens : οῦ (ὁ) 
διογκύλλω	> διογκόω	
διόγνητος	> διογενής	des : ος, ον 
διόγονος	> Διογενής	des : ος, ον 
διόδευσις	> διοδεία	gens : εως (ἡ) 
διοίγνυμι	> διοίγω	
δίοιδε	> *διείδω	
διοιδίσκομαι	> διοιδέω	
διοικήτωρ	> διοικητής	gens : ορος (ὁ) 
δίοιτο	> δίω	
διοίχηνται	> διοίχομαι	
διοκωχή	> διακωχή	
διολέσω	> διόλλυμι	
διολισθάνω	> διολισθαίνω	
διολλύω	> διόλλυμι	
διόλου	> ὅλος	
διολῶ	> διόλλυμι	
δίομαι	> δίω	
Διομειεύς	> Διομεύς	gens : έως (ὁ) 
Διονῦς	> Διόνυσος	des : -ῦ (ὁ) 
διονυσιοκόλακες	> Διονυσοκόλακες	
διορθεύω	> διορθόω	
διόροφος	> διώροφος	
διορυγή	> διωρυχή	
διορυχή	> διωρυχή	gens : ῆς (ἡ) 
διοσημία	> διοσημεία	gens : ας (ἡ) 
Διοσκούρειον	> Διοσκόρειον	
Διόσκουροι	> Διόσκοροι	
διουρίζω	> διορίζω	
διπαλαιστιαῖος	> διπάλαιστος	des : α, ον 
διπλά	> διπλόος	
διπλάδιος	> διπλάσιος	des : ος, ον 
διπλασιεπιτετράπεμπτος	> διπλασιεπιτετραμερής	des : ος, ον, 
διπλασίων	> διπλάσιος	des : ων, ον, gens : ονος 
διπλήσιος	> διπλάσιος	
διπλοῦς	> διπλόος	des : ῆ, οῦν, 
Διπόλεια	> Διπόλια	gens : ων (τὰ) 
δίπος	> δίπους	
δίπτυξ	> δίπτυχος	gens : υχος 
δίπτυχα	> δίπτυχος	
διπτυχής	> δίπτυχος	des : ής, ές 
	> ἄλλυδις, οἴκαδίς	
Δίς	> Ζεύς	(ὁ) 
δισπίθαμος	> δισπιθαμαῖος	des : ος, ον 
δισπόνδιος	> δισπόνδειος	
δισσακιτετρόργυιος	> δισσάκις τετρ.	des : ος, ον, 
διστιχίασις	> διστιχία	gens : εως (ἡ) 
δίσωμος	> δισώματος	des : ος, ον 
διτοκεύω	> διτοκέω	
διφθογγογραφέω	> διφθογγίζω	
διφθογγόω	> διφθογγίζω	
δίφρα	> δίφρος	
διφράς	> δίφραξ	gens : άδος (ἡ) 
διχάδε	> δίχα	adv. 
διχαίω	> διχάζω	
διχαλός	> δίχηλος	
διχάω	> διχάζω	
διχηλέω	> διχηλεύω	
διχθά	> δίχα	adv. 
*διχόμην	> διχόμηνος	
διχομήνη	> διχομηνία	gens : ης (ἡ) 
διχόρροπος	> διχορρεπής	des : ος, ον 
διχόστομος	> δίστομος	des : ος, ον 
δίχους	> δίχοος	
διχόωνται	> διχάω	
δίχρωμος	> δίχροος 	des : ος, ον, 
δίχρως	> δίχροος	des : ως, ων, 
δίψαισι	> δίψαμι	
*δίψαμι	> διψάω	
διψέω	> διψάω	
δίψη	> δίψα	
διψήρης	> διψηρός	des : ης, ες, 
δίψος	> δίψα	gens : εος-ους (τὸ) 
διψοσύνη	> δίψα	gens : ης (ἡ) 
διψώω	> διψάω	
διωϐελία	> διωϐολία	(ἡ) 
διωκάθω	> διώκω	
Διώνα	> Διώνη	
Διωναίη	> Διωναῖος	
Διώνυσος	> Διόνυσος	
διωρυγή	> διορυγή	
διωρυχή	> διῶρυξ	gens : ῆς (ἡ) 
διωσμός	> δίωσις	gens : οῦ (ὁ) 
δμᾶθεν	> δάμνημι	
δμήτειρα	> δμητήρ	gens : ας, adj. f. 
δμωϊάς	> δμῳή	gens : άδος (ἡ) 
δμωΐς	> δμῳή	gens : ίδος (ἡ) 
δνοφόεις	> δνοφερός	des : όεσσα, όεν, 
δοάν	> δάν	adv. 
δοάσσαι	> δοάζω 2	
δοάσσατο	> δοάζω 1 et 2	
Δοίαντος πεδίον	> Δοιάντιον πεδίον	(τὸ) 
δοῖεν	> δίδωμι	
δοκιμαστήρ	> δοκιμαστής	gens : ῆρος (ὁ) 
δοκιμόω	> δοκιμάζω	
δοκώ	> δόκησις	gens : όος-οῦς (ἡ) 
Δολιεῖς	> Δολίονες	des : -έας gens : έων, (οἱ) 
δολιοπλόκος	> δολοπλόκος	des : ος, ον, 
*δολιχόεις	> δολιχός	des : όεσσα, όεν 
δολιχοῦρος	> δολιχόουρος	
δολοεργής	> δολοεργός	des : ής, ές, 
δολομάχανος	> δολομήχανος	
δολόμητις	> δολομήτης	des : -ιν gens : -ιος, (ὁ, ἡ) 
δολοφονία	> δολοφόνησις	gens : ας (ἡ) 
Δολωνία	> Δολώνεια	gens : ας, 
δόμεν	> δίδωμι	
Δομιτιανός	> Δομετιανός	gens : οῦ (ὁ) 
Δομίτιος	> Δομέτιος	gens : ου (ὁ) 
δοναθείς	> δονέω	
δοξαστῶς	> δοξαστικῶς	adv. 
δόξις	> δόξα	gens : εως (ἡ) 
δοξοκομπέω	> δοξοκοπέω	
δοξοκομπία	> δοξοκοπία	
δορατοφόρος	> δορυφόρος	des : ος, ον 
*δορικμής	> δορικανής	gens : ῆτος (ὁ, ἡ) 
δόρκων	> δόρκος	gens : ωνος (ὁ) 
δορπήϊον	> δόρπον	gens : ου (τὸ) 
δόρπος	> δόρπον	gens : ου (ὁ) 
δορυάλωτος	> δοριάλωτος	des : ος, ον 
δορυθρασής	> δορυθαρσής	des : ής, ές 
δορυξός	> δορυξόος	gens : οῦ (ὁ) 
δορυσθενής	> δορισθενής	des : ής, ές, 
δόσκον	> δίδωμι	
δότε	> δίδωμι	
δότης	> δοτήρ	gens : ου (ὁ) 
δουληΐη	> δουλεία	
δουλία	> δουλεία	
δουλίς	> δούλη	gens : ίδος (ἡ) 
Δουλίχιοι	> Δουλιχιεύς	gens : ων (οἱ) 
δουλιχόδειρος	> δολιχόδειρος	
δουλιχόεις	> *δολιχόεις	
δοῦν	> δίδωμι	
δουνακεύομαι	> *δονακεύομαι	
δουνακοδίφης	> *δονακοδίφης	
δουνακόεις	> δονακόεις	
δοῦναξ	> δόναξ	
δοῦρα	> δόρυ	
δοῦρας	> δόρυ	(τὸ) 
δούρατα	> δόρυ	
δουράτιον	> δοράτιον	
δουρατόγλυφος	> *δορατόγλυφος	
δοῦρε	> δόρυ	
δούρεσσι	> δόρυ	
δουρί	> δόρυ	
δουριάλωτος	> δοριάλωτος	
δουρικλυτός	> δουρικλειτός	gens : οῦ 
δουρικμής	> *δορικμής	
δουρίκτητος	> δορίκτητος	
δουρίληπτος	> δορίληπτος	
δουριμανής	> δοριμανής	
δούριος	> δούρειος	des : α, ον, 
δουρομανής	> δοριμανής	
δουροπαγής	> δορυπαγής	
δουροφόρος	> δορυφόρος	gens : ου (ὁ) 
δοχήϊον	> δοχεῖον	
δραγματηφόρος	> δραγματοφόρος	
Δράκανος	> Δράκανον	gens : ου (ἡ) 
δρακεῖν	> δέρκομαι	
δρακόντειον	> δρακόντιον	gens : ου (τὸ) 
δράξομαι	> δράσσομαι	
δραπέτευμα	> δραπεταγωγός	gens : ατος (τὸ) 
δραπέτρια	> δραπέτις	gens : ας adj. f. 
δράστας	> δράστης 2	
δραστικός	> δραστήριος	des : ή, όν, 
δράττομαι	> δράσσομαι	
δραχμιαῖος	> δραχμαῖος	des : α, ον, 
δρέπτω	> δρέπω	
δρεψεύμενος	> δρέπω	
δρηπέτης	> δραπέτης	
δρησμός	> δρασμός	
δρήστειρα	> *δράστειρα	
δρηστήρ	> *δραστήρ 1 et 2	
δρηστήριος	> δραστήριος	
δρήστης	> *δράστης 1	
δρῆστις	> *δρᾶστις	
δρία	> δρίος	
Δρίλλαι	> Δρῖλαι	gens : ῶν (οἱ) 
δριμύζω	> δριμύσσω	
δρομάασκε	> δρομάω	
δρόμημα	> δράμημα	gens : ατος (τὸ) 
δρομόω	> σπεύδω	
