οἱ	Ἱππόποδες	les Hippopodes	ἱππόπους	gens : ἱππόποδος (ὁ, ἡ) 
τὸ	ἴρινον	huile ou parfum d'iris	ἴρινος	des : η, ον subst. 
ἡ	ἰσαία	l'égalité.	ἰσαῖος	des : α, ον 
adv.	ἰσάμιλλα	également	ἰσάμιλλος	des : ος, ον adv. 
τὸ	Ἰσθμιακόν	sorte de couronne	Ἰσθμιακός	des : ή, όν, 
τὰ	ἴσθμια	la région du cou ou de la gorge	ἴσθμιον	gens : ου (τὸ) 
τὰ	ἴσθμια	les jeux isthmiques	ἴσθμιος	des : α, ον, 
τὸ	ἴσθμιον	sorte de couronne	ἴσθμιος	des : α, ον, 
ὁ	Ἰσιακός	prêtre d'Isis	Ἰσιακός	des : ή, όν 
ὁ	Ἰσμήνιος	le dieu du fleuve Ismènos, Apollon	Ἰσμήνιος	des : α, ον, subst.
τὸ	Ἰσμήνιον	temple d'Apollon	Ἰσμήνιος	des : α, ον, subst.
τὸ	ἰσοετές	plante qui reste verte toute l'année	ἰσοετής	des : ής, ές 
οἱ	Ἰσοκράτειοι	les disciples d'Isocrate	Ἰσοκράτειος	des : ος, ον 
οἱ	Ἰσοκράτεις	les orateurs comme Isocrate	Ἰσοκράτης	gens : ους (ὁ) 
τὸ	ἰσόπεδον	plaine unie	ἰσόπεδος	des : ος, ον subst. 
τὸ	ἴσον	égalité, force égale ou condition égale, équivalent	ἴσος	des : η, ον subst. adv. 
τὰ	ἴσα	égalité, force égale ou condition égale, équivalent	ἴσος	des : η, ον subst. adv. 
adv.	ἶσον	également, semblablement, pareillement	ἴσος	des : η, ον subst. adv. 
ἡ	ἴση	part égale	ἴσος	des : η, ον subst. adv. 
τὰ	ἴσα	part égale	ἴσος	des : η, ον subst. adv. 
τὸ	ἴσχαιμον	remède hémostatique	ἴσχαιμος	des : ος, ον, 
ἡ	ἴσχαιμος	plante hémostatique	ἴσχαιμος	des : ος, ον, 
τὸ	ἰσχυρόν	force, vigueur	ἰσχυρός	des : ά, όν 
τὰ	ἰσχυρά	lieu ou place dans une forte situation	ἰσχυρός	des : ά, όν 
οἱ	Ἰχθυοφάγοι	les Ichtyophages, peuples qui vivent de poissons	ἰχθυοφάγος	des : ος, ον 
ὁ	ἰχνευτήρ	ichneumon (rat d'Égypte ou guêpe)	ἰχνευτήρ	gens : ῆρος, subst. adj. m. 
οἱ	Ἴωνες	les Ioniens, les Ioniens	2 Ἴων	gens : Ἴωνος, adj. m. 
ἡ	Ἰωνίς	l'Ionienne	Ἰωνίς	gens : ίδος, subst. adj. f. 
ἡ	καϐϐαλική	la science de la lutte	καϐϐαλικός	des : ή, όν, 
οἱ	Καδμεῖοι	les descendants de Kadmos, les Thébains	Καδμεῖος	des : α, ον, 
αἱ	καθαιρέσεις	ruines	καθαίρεσις	gens : εως (ἡ) 
τὸ	καινότατον	ce qu'il y a de plus extraordinaire	καινός	des : ή, όν, 
τὸ	καινόσπουδον	recherche du nouveau	καινόσπουδος	des : ος, ον, subst. 
οἱ	Καίσαρες	les Césars	Καῖσαρ	gens : αρος (ὁ) 
οἱ	κακοί	les méchants	κακός	des : ή, όν subst. 
τὸ	κακόν	mal, malheur	κακός	des : ή, όν subst. 
οἱ	καλαθηφόροι	les porteurs de corbeilles	καλαθηφόρος	des : ος, ον 
οἱ	Κάλανοι	les Brahmanes	Κάλανος	gens : ου (ὁ) 
ἡ	καλλιέλαιος	olivier cultivé	καλλιέλαιος	des : ος, ον, subst. 
ὁ	καλλιώνυμος	sorte de poisson	καλλιώνυμος	des : ος, ον subst. 
ἡ	καλλωπιστική	l'art de la parure	καλλωπιστικός	des : ή, όν, 
οἱ	Καλυδώνιοι	les habitants de Calydon	Καλυδώνιος	des : α, ον 
τὰ	καμαρικά	traité des voûtes ou des cintres	καμαρικός	des : ή, όν 
οἱ	Καμηλοϐοσκοί	les nourrisseurs de chameaux	καμηλοϐοσκός	gens : οῦ (ὁ) 
τὸ	Καναστραῖον	le promontoire de Kanastron	Καναστραῖος	des : α ος, ον, subst. 
αἱ	κανηφόροι	les Canéphores	κανηφόρος	des : ος, ον 
τὸ	κανονικόν	la logique	κανονικός	des : ή, όν 
τὰ	Καπιτώλια	les jeux Capitolins	Καπιτώλιος	des : α, ον 
οἱ	Καππαδόκαι	les Cappadociens	Καππαδόκης	gens : ου (ὁ) 
οἱ	Καππάδοκες	les Cappadociens	Καππάδοξ	(ὁ) 
ὁ	κάπριος	sanglier	κάπριος	des : ος, ον, subst. 
οἱ	Καρύστιοι	les habitants de Karystos	Καρύστιος	des : α, ον 
οἱ	Καρχηδόνιοι	les Carthaginois	Καρχηδόνιος	des : α, ον, 
ἡ	Κασπία	la mer Caspienne	Κάσπιος	des : α, ον 
οἱ	Κάσπιοι	pples du littoral de la mer Caspienne	Κάσπιος	des : α, ον 
τὸ	καστάνειον	châtaigne	καστάνειος	des : α, ον subst. 
οἱ	καταϐεϐλημένοι	les gens de rien	καταϐάλλω	tr. intr. 
οἱ	καταγόμενοι	les passagers qui débarquent	κατάγω	tr. intr. 
τὰ	καταγόμενα	les importations	κατάγω	tr. intr. 
οἱ	Κατάδουποι	les Cataractes du Nil	κατάδουπος	gens : ου (ὁ) 
τὰ	καταλειφθέντα	les biens laissés en héritage	καταλείπω	
τὸ	καταληκτικόν	vers catalectique, auquel il manque une ou plusieurs syllabes (qui se termine brusquement)	καταληκτικός	des : ή, όν, subst. 
τὰ	καταμήνια	les menstrues	καταμήνιος	des : ος, ον, 
τὰ	κατηπειλημένα	les menaces	καταπειλέω	
τὰ	καταπελτικά	les catapultes	καταπελτικός	des : ή, όν 
τὸ	καταπελτικόν	l'art de manier les catapultes	καταπελτικός	des : ή, όν 
τὸ	κατεστυμμένον	caractère rude.	καταστύφω	
τὸ	κάτεργον	travail, ouvrage	κάτεργος	des : ος, ον, subst. 
οἱ	κατοιχόμενοι	les morts	κατοίχομαι	
ὁ	κεγχρίτης	sorte de serpent	κεγχρίτης	gens : ου adj. m. 
οἱ	Κεγχροϐόλοι	les semeurs de millet, « les artilleurs bombardant à coups de grains de millet, » les … armilleurs	κεγχροϐόλος	des : ος, ον, 
οἱ	Κεκροπίδαι	les Athéniens	Κεκροπίδης	gens : ου adj. m. 
οἱ	Κεκρόπιοι	les descendants de Cécrops, les Athéniens	Κεκρόπιος	des : α, ον, 
ἡ	κελαδεινή	la déesse qui aime le bruit, Artémis	κελαδεινός	des : ή, όν subst. adv. 
adv.	κελαδεινά	avec un bruit retentissant	κελαδεινός	des : ή, όν subst. adv. 
ἡ	Κελτική	la Celtique	Κελτικός	des : ή, όν, subst. 
τὰ	κενέϐρεια	viande de bête morte, charogne	κενέϐρειος	des : ος, ον, 
ἡ	κεραμική	l'art du potier	κεραμικός	des : ή, όν 
οἱ	Κερκαφίδαι	les Rhodiens	Κερκαφίδης	gens : ου adj. m. 
ἡ	Κερκούριον	employé comme n. de femme	κερκούριον	gens : ου (τὸ) 
τὰ	κεστιανά	châtaignes	κεστιανός	des : ή, όν, 
τὸ	κεφαλαιῶδες	caractère général d'une chose résumé dans une définition	κεφαλαιώδης	des : ης, ες 
οἱ	Κεφαλλῆνες	les Céphalléniens, habitants des î. Céphalléniennes habitants de l'î. Képhallènia (v.)	Κεφαλλήν	gens : ῆνος, adj. m. 
τὸ	κηδεμονικόν	sollicitude	κηδεμονικός	des : ή, όν, 
ἡ	κηπευτική	le jardinage	κηπευτικός	des : ή, όν, 
ὁ	Κηπίων	le rythme de Kèpiôn, pour le jeu de la flûte	Κηπίων	gens : ωνος (ὁ) 
ἡ	κηρυκική	la charge de héraut	κηρυκικός	des : ή, όν 
ἡ	Καφισίς	le lac où se jette le Céphise, le Kopaïs	Κηφισίς	gens : ίδος adj. f. 
ὁ	κιθαριστικός	musicien habile à jouer de la cithare	κιθαριστικός	des : ή, όν subst. 
ἡ	κιθαριστική	l'art de jouer de la cithare	κιθαριστικός	des : ή, όν subst. 
ἡ	κιθαρῳδική	l'art de chanter en s'accompagnant de la cithare	κιθαρῳδικός	des : ή, όν 
οἱ	Κικυννῆς	les habitants du dème Kikynna	Κικυννεύς	gens : έως adj. m. 
οἱ	Κιμμέριοι	les Cimmériens	Κιμμέριος	des : α, ον, 
ἡ	Κιμμερίη	le pays des Cimmériens	Κιμμέριος	des : α, ον, 
τὰ	Κιμώνεια	les restes de Cimon	Κιμώνειος	des : ος, ον 
τὸ	κινητόν	ce qu'on peut mouvoir	κινητός	des : ή, όν 
οἱ	Κιρραῖοι	les habitants de Cirrha	Κιρραῖος	des : α, ον, 
οἱ	Κίσσιοι	les Kissies	Κίσσιος	des : α, ον, 
ἡ	κισσοειδής	la cissoïde	κισσοειδής	des : ής, ές, 
ὁ	Κλάριος	le dieu de Klaros, Apollon	1 Κλάριος	des : α, ον 
ἡ	κεκλασμένη	ligne brisée	2 κλάω	
ἡ	κληματῖτις	plante sarmenteuse, clématite	κληματῖτις	gens : ιδος adj. f. 
ὁ	κλινικός	médecin qui visite des malades alités	κλινικός	des : ή, όν 
ἡ	κλινική	soins du médecin à un malade alité	κλινικός	des : ή, όν 
αἱ	κλισιάδες	grande porte	κλισιάς	gens : άδος, subst. adj. f. 
τὸ	κλωπικόν	l'habitude de frauder	κλωπικός	des : ή, όν, 
ὁ	κνηκός	le loup	κνηκός	des : ή, όν, 
οἱ	Kvίδιοι	les habitants de Cnide	Κνίδιος	des : α, ον 
ἡ	Κνιδίη	le territoire de Cnide	Κνίδιος	des : α, ον 
ἡ	Κνιδία	la déesse de Cnide (Aphroditè)	Κνίδιος	des : α, ον 
οἱ	Κνώσιοι	les habitants de Knôsos	Κνώσιος	des : α, ον, 
τὸ	κοινόϐιον	vie commune	κοινόϐιος	des : ος, ον, subst. 
ἡ	κοινοτροφική	l'art de nourrir en commun	κοινοτροφικός	des : ή, όν, 
τὰ	κόκκινα	vêtements écarlates	κόκκινος	des : η, ον 
αἱ	κοκύαι	les grand-mères.	κοκύαι	gens : ῶν (οἱ) 
ἡ	κολακευτική	l'art de la flatterie	κολακευτικός	des : ή, όν 
οἱ	Κολοφώνιοι	les habitants de Kolophôn	Κολοφώνιος	des : α, ον, 
ἡ	Κολοφωνία	la colophane ou résine de Kolophôn	Κολοφώνιος	des : α, ον, 
ἡ	Κολχική	la Colchide	Κολχικός	des : ή, όν, 
οἱ	Κόλχοι	les habitants de la Colchide	Κόλχος	des : ος, ον, 
τὸ	κομπῶδες	la jactance, l'emphase	κομπώδης	des : ης, ες, 
ἡ	Κορινθία	le territoire de Corinthe	Κορίνθιος	des : α, ον, 
οἱ	Κορίνθιοι	les Corinthiens	Κορίνθιος	des : α, ον, 
τὸ	κορσοειδές	sorte de pierre précieuse	κορσοειδής	des : ής, ές, 
οἱ	κορυνηφόροι	les gardes du corps de Pisistrate	κορυνηφόρος	gens : ου (ὁ, ἡ) 
ἡ	κοσμητική	l'art de la parure, de la toilette	κοσμητικός	des : ή, όν, 
οἱ	Κουρῆτες	les Kourètes (Curètes)	2 Κουρής	gens : ῆτος, subst. adj. m. 
τὸ	κουφόνουν	légèreté d'esprit, mobilité d'humeur	κουφόνοος	des : οος-ους, οον-ουν, 
adv.	κοῦφα	s'avançant d'un pied léger	κοῦφος	des : η, ον, subst. adv. 
τὸ	κοῦφον	légèreté d'esprit ou de caractère	κοῦφος	des : η, ον, subst. adv. 
οἱ	Κραννώνιοι	habitants de Krannôn	Κραννώνιος	des : α, ον, 
οἱ	κραταιοί	les constellations qui règlent la destinée des hommes	κραταιός	des : ά, όν 
ὁ	κρατιστεύων	le conquérant, le vainqueur	κρατιστεύω	
adv.	κράτιστα	très bien, supérieurement, le mieux possible	κράτιστος	des : η, ον, adv. 
οἱ	Κρῆτες	les Crétois	Κρής	gens : ητός, adj. m. 
ἡ	Κρηστωναίη	la Krèstônie	Κρηστωναῖος	des : α, ον, 
οἱ	Κρηστωναῖοι	habitants de la Krèstônie	Κρηστωναῖος	des : α, ον, 
ἡ	Κρηστωνική	la Krèstônie	Κρηστωνικός	des : ή, όν, 
αἱ	Κρῆται	î. de Crète (auj. Kríti, Candia)	Κρήτη	gens : ης (ἡ) 
ὁ	κρητικός	le crétique ou amphimacre	Κρητικός	des : ή, όν, 
ἡ	κρητική	le diptame	Κρητικός	des : ή, όν, 
τὸ	Κρητικόν	sorte de vêtement court	Κρητικός	des : ή, όν, 
ὁ	κριϐανίτης	pain cuit au four de campagne	κριϐανίτης	gens : ου adj. m. 
ὁ	κριϐανωτός	pain cuit au four de campagne	κριϐανωτός	des : ή, όν subst. 
ὁ	κροκόεις	> κροκωτός	κροκόεις	des : όεσσα, όεν, subst. 
ὁ	κροκωτός	tunique de couleur jaune pour les femmes	κροκωτός	des : ή, όν, subst. 
τὸ	κρουσίθυρον	air de flûte pour une danse	κρουσίθυρος	des : ος, ον 
adv.	κρυϐῇ	> κρύϐδην	κρυϐή	gens : ῆς (ἡ) adv. 
adv.	κρυφῇ	en cachette, en secret	*κρυφή	gens : ῆς (ἡ) adv. 
ὁ	κτίλος	bélier.	κτίλος	des : ος, ον subst. 
οἱ	Κυζικηνοί	les habitants de Cyzique	Κυζικηνός	des : ή, όν 
ἡ	Κυθηρία	l'î. de Cythère	Κυθήριος	des : α, ον 
οἱ	Κυθήριοι	les habitants de Cythère	Κυθήριος	des : α, ον 
οἱ	Κύθνιοι	les habitants de Kythnos	Κύθνιος	des : α, ον, 
οἱ	κυκλικοί	poètes cycliques, dont les ouvrages réunis formaient un cycle ou une série d'histoires héroïques jusqu'à la mort d'Ulysse	κυκλικός	des : ή, όν subst. 
τὸ	κύκνειον	le chant du cygne	κύκνειος	des : ος, ον, 
οἱ	Κυλλήνιοι	les habitants de Cyllène	Κυλλήνιος	des : α, ον, 
ὁ	κυνηγετικός	chasseur	κυνηγετικός	des : ή, όν 
ἡ	κυνηγετική	l'art de chasser	κυνηγετικός	des : ή, όν 
τὰ	Κυνηγετικά	les Cynégétiques ou la Chasse	κυνηγετικός	des : ή, όν 
ὁ	Κύνθιος	le dieu du Cynthe, Apollon	Κύνθιος	des : α, ον, 
οἱ	Κυνούριοι	les habitants de la Cynurie	Κυνούριος	des : α, ον, 
τὸ	κύπρινον	huile ou onguent de cyprus	κύπρινος	des : η, ον 
οἱ	Κύπριοι	les Chypriotes	Κύπριος	des : α, ον, 
τὰ	Κύπρια	les chants de Chypre	Κύπριος	des : α, ον, 
οἱ	κύρϐεις	table	κύρϐις	gens : εως (ὁ) 
οἱ	Κύρειοι	les troupes de Cyrus	Κύρειος	des : α, ον, 
οἱ	Κυρηναϊκοί	les Cyrénaïques	Κυρηναϊκός	des : ή, όν 
οἱ	Κυρηναῖοι	les Cyrénéens	Κυρηναῖος	des : α, ον, 
ἡ	Κυρηναία	la Cyrénaïque	Κυρηναῖος	des : α, ον, 
ἡ	κυριακή	le jour du Seigneur, le Dimanche	κυριακός	des : ή, όν subst. 
οἱ	Κύρνιοι	les habitants de Kyrnos	Κύρνιος	des : α, ον, 
οἱ	Κῷοι	les habitants de Cos	Κώϊος	des : α, ον, α, ον, 
ὁ	κωμικός	poète ou acteur comique	κωμικός	des : ή, όν, 
ἡ	Κωπαΐς	le lac Kôpaïs (Copaïs, auj. Kopaḯda)	Κωπαΐς	gens : αΐδος, adj. f. 
ἡ	κωτιλάς	hirondelle	κωτιλάς	gens : άδος subst. adj. f. 
τὰ	λαγῷα	viande de lièvre	λαγῷος	des : α, ον 
ὁ	λαγώπους	perdrix blanche	λαγώπους	des : ους, ουν, gens : ποδος subst. 
ἡ	λαθρίη	« celle qui se cache » (Aphroditè)	λάθριος	des : ος, ον, 
οἱ	Λαιϐῖνοι	des hommes comme Lævinus.	Λαιϐῖνος	gens : ου (ὁ) 
ἡ	λαιά	le bras gauche	2 λαιός	des : ά, όν, 
adv.	λαιψηρά	rapidement, légèrement	λαιψηρός	des : ά, όν, adv. 
ἡ	Λακωνική	la Laconie	Λακωνικός	des : ή, όν subst. 
τὸ	Λακωνικόν	l'État de Lacédémone	Λακωνικός	des : ή, όν subst. 
ὁ	λαοτύπος	tailleur de pierres	λαοτύπος	des : ος, ον 
οἱ	Λαπέρσιοι	les Dioscures (v.)	Λαπέρσιος Ζεύς	(ὁ) 
ὁ	Λαρισαῖος	sorte de vase fabriqué à Larisa	Λαρισαῖος	des : α, ον subst. 
ἡ	Λατίνη	le territoire du Latium	Λατῖνος	des : η, ον 
οἱ	Λατῖνοι	les Latins.	Λατῖνος	des : η, ον 
ἡ	Λαυριωτική	le territoire de Laurion	Λαυρειωτικός	des : ή, όν 
τὰ	λάφυρα	butin	λάφυρον	gens : ου (τὸ) 
τὰ	λαχανώδη	les végétaux	λαχανώδης	des : ης, ες 
οἱ	Λειϐήθριοι	les habitants de Leibèthres	Λειϐήθριος	des : α, ον, 
τὸ	λεῖον	surface unie	λεῖος	des : α, ον 
ἡ	λεκτική	l'art de dire	λεκτικός	des : ή, όν, 
οἱ	Λέντουλοι	des hommes comme Lentulus.	Λέντουλος	gens : ου (ὁ) 
τὸ	λεξικόν	lexique	λεξικός	des : ή, όν, 
τὸ	λεοντοφόνον	insecte qui empoisonne les lions	λεοντοφόνος	des : ος, ον, 
τὸ	λεοντῶδες	nature de lion	λεοντώδης	des : ης, ες, 
ὁ	λέπαργος	l'animal à peau blanche ou grise, l'âne	λέπαργος	des : ος, ον, 
ἡ	λεπράς	colline raboteuse	λεπράς	gens : άδος subst. adj. f. 
τὸ	λεπτόγεων	la maigreur ou l'aridité du sol.	λεπτόγεως	des : ως, ων 
τὸ	λεπτολόγον	> λεπτολογία	λεπτολόγος	des : ος, ον, 
τὰ	Λερναῖα	les fêtes de Lerne	Λερναῖος	des : α, ον, subst. 
οἱ	Λέσϐιοι	les Lesbiens	Λέσϐιος	des : α, ον, 
τὸ	Λευϊτικόν	le Lévitique, livre du Pentateuque	Λευϊτικός	des : ή, όν, 
ἡ	λευκάς	lamier, clair, éclatant	λευκάς	gens : άδος adj. f. 
ὁ	λευκόϊνος	couronne de giroflée	λευκόϊνος	des : η, ον 
τὸ	λευκόϊνον	essence ou huile de giroflée	λευκόϊνος	des : η, ον 
τὸ	λευκόλιθον	marbre blanc	λευκόλιθος	des : ος, ον 
ἡ	λεωφόρος	rue ou route	λεωφόρος	des : ος, ον, subst. 
τὸ	λῃστρικόν	vaisseau de pirate	λῃστρικός	des : ή, όν, 
ὁ	Λητῷος	le fils de Latone (Apollon)	Λητῷος	des : α, ον, 
ἡ	Λητῴα	la fille de Latone (Artémis)	Λητῷος	des : α, ον, 
τὸ	λίαν	l'excès, la violence	λίαν	subst. adv. 
ἡ	λιϐανωτοφόρος	le pays de l'encens	λιϐανωτοφόρος	des : ος, ον 
τὰ	Λιϐυρνικά	sorte de vaisseaux légers	Λιϐυρνικός	des : ή, όν 
αἱ	Λιϐυρνίδες	> Λιϐυρνικά	Λιϐυρνίς	gens : ίδος adj. f. 
οἱ	Λιϐυρνοί	les Liburnes	Λιϐυρνός	des : ή, όν 
τὸ	λιϐυστικόν	livèche	Λιϐυστικός	des : ή, όν 
οἱ	Λιϐυστῖνοι	les Libyens.	Λιϐυστῖνος	des : ος, ον 
τὰ	Λιγγονικά	le pays des Lingons.	Λιγγονικός	des : ή, όν, 
ἡ	Λιγυστική	la Ligurie	Λιγυστικός	des : ή, όν 
τὸ	λιγυστικόν	livèche	Λιγυστικός	des : ή, όν 
ἡ	Λιγυστίνη	la Ligurie	Λιγυστῖνος	des : η, ον 
οἱ	Λιγυστῖνοι	les Ligures	Λιγυστῖνος	des : η, ον 
τὰ	λιθικά	poème sur les pierres précieuses	λιθικός	des : ή, όν 
τὰ	λιθοϐολικά	matériel de balistes ou de pierriers	λιθοϐολικός	des : ή, όν 
ὁ	λιθοϐόλος	machine à lancer des pierres, baliste ou pierrier	λιθοϐόλος	des : ος, ον 
τὸ	λιθοϐόλον	machine à lancer des pierres, baliste ou pierrier	λιθοϐόλος	des : ος, ον 
ἡ	λιθουργική	l'art de travailler la pierre	λιθουργικός	des : ή, όν 
οἱ	Λιμναῖοι	des hommes comme Limnæos	Λιμναῖος	gens : ου (ὁ) 
ἡ	λιμνῆτις	> λίμνηστις	λιμνῆτις	gens : ιδος adj. f. 
τὰ	λιμνόστρεα	parc ou banc d'huîtres	λιμνόστρεον	gens : ου (τὸ) 
τὸ	λιμνῶδες	aspect marécageux d'une terre	λιμνώδης	des : ης, ες, 
αἱ	Λιπάραι	les î. Lipares, c. à d. les î. éoliennes, en gén.	Λιπάρα	gens : ας (ἡ) 
οἱ	Λιπαραῖοι	habitants des î. Lipares.	Λιπαραῖος	des : α, ον 
τὸ	λιπαρές	ténacité	λιπαρής	des : ής, ές 
ἡ	λισσάς	roche unie, lisse	λισσάς	gens : άδος adj. f. 
αἱ	Λιταί	les Prières	λιτή	gens : ῆς (ἡ) 
τὸ	λιτόν	la simplicité, la frugalité	λιτός	des : ή, όν 
ὁ	λογχοφόρος	soldat armé d'une lance	λογχοφόρος	des : ος, ον, 
ὁ	λοίδορος	insulteur	λοίδορος	des : ος, ον, 
τὸ	λοίδορον	insulte, outrage	λοίδορος	des : ος, ον, 
τὰ	λοισθήϊα	prix pour le dernier arrivé à la course	λοισθήϊος	des : ος, ον, 
adv.	λοίσθιον	à la fin, enfin	λοίσθιος	des : ος, ον, adv. 
τὸ	λοίσθιον	à la fin, enfin	λοίσθιος	des : ος, ον, adv. 
τὰ	λοίσθια	à la fin, enfin	λοίσθιος	des : ος, ον, adv. 
ἡ	Λοκρίς	la Locride	Λοκρίς	gens : ίδος subst. adj. f. 
οἱ	Λοκροί	les Locriens	1 Λοκρός	des : ά, όν, 
τὰ	λόφουρα	bêtes de somme	λόφουρος	des : ος, ον, 
τὰ	λόχμια	les taillis	λόχμιος	des : ος, ον, 
ἡ	Λυδία	la Lydie	Λύδιος	des : α, ον subst. 
αἱ	Λυκαμϐίδες	les filles de Lykambès	Λυκαμϐίς	gens : ίδος adj. f. 
αἱ	Λυκάστιαι	les Amazones	Λυκάστιος	des : α, ον subst. 
τὸ	λυκαυγές	le crépuscule	λυκαυγής	des : ής, ές 
αἱ	Λυκομηδίδες	les filles de Lykomèdès	Λυκομηδίς	gens : ίδος adj. f. 
οἱ	Λυκοῦργοι	des législateurs comme Lycurgue	Λυκοῦργος	gens : ου (ὁ) 
ὁ	λυρικός	joueur de lyre	λυρικός	des : ή, όν 
οἱ	Λύσανδροι	des hommes comme Lysandre	Λύσανδρος	gens : ου (ὁ) 
τὸ	λυσιτελοῦν	ce qui est utile, avantageux	λυσιτελέω	
τὰ	λυσιτελοῦντα	ce qui est utile, avantageux	λυσιτελέω	
τὸ	λυσιτελές	ce qui est avantageux	λυσιτελής	des : ής, ές 
τὰ	λυσιτελῆ	avantages	λυσιτελής	des : ής, ές 
τὸ	λυχνικόν	l'office du soir	λυχνικός	des : ή, όν, 
τὰ	λύχνα	> λύχνος	λύχνον	gens : ου (τὸ) 
οἱ	Λωτοφάγοι	les Lotophages	λωτοφάγος	des : ος, ον 
ὁ	λωφήσων	le consolateur, le libérateur	λωφάω	tr. intr. 
ἡ	Μάγνησσα	aimant	Μάγνησσα	gens : ης adj. f. 
ἡ	μαθηματοπωλική	l'art de tirer profit de sa science	μαθηματοπωλικός	des : ή, όν 
ἡ	μαιευτική	l'art de faire accoucher	μαιευτικός	des : ή, όν, 
τὸ	μαιευτικόν	l'art de faire accoucher	μαιευτικός	des : ή, όν, 
ἡ	Μαιναλία	territoire voisin du Mænalos	Μαινάλιος	des : α, ον subst. 
οἱ	Μαινάλιοι	les habitants du territoire du Mænalos	Μαινάλιος	des : α, ον subst. 
ὁ	μακαρίτης	le bienheureux tel	μακαρίτης	gens : ου adj. m. 
ἡ	Μακεδονίς	la Macédoine	Μακεδονίς	gens : ίδος adj. f. 
οἱ	Μακεδόνες	les Macédoniens	Μακεδών	gens : όνος (ὁ, ἡ) 
adv.	μακρὸν	qui porte loin	μακρός	des : ά, όν, adv. 
ὁ	Μάκρων	Macrôn, « l'homme à tête longue »	μάκρων	gens : ωνος (ὁ) 
οἱ	Μάκρωνες	les hommes à longue tête	μάκρων	gens : ωνος (ὁ) 
τὰ	μαλακά	complaisances	μαλακός	des : ή, όν 
ἡ	Μαλεᾶτις	le territoire de Maléa	Μαλεᾶτις	gens : ιδος adj. f. 
οἱ	Μαμερτῖνοι	les Mamertins	Μαμερτῖνος	des : η, ον, 
ἡ	μαντική	l'art de prédire l'avenir	μαντικός	des : ή, όν 
οἱ	Μαντινέες	les Mantinéens	Μαντινεύς	gens : έως adj. m. 
ἡ	Μαντινική	le territoire de Mantinée	Μαντινικός	des : ή, όν 
τὸ	μάργον	voracité	μάργος	des : η, ον, subst. 
οἱ	Μαριανδυνοί	les Mariandynes.	Μαριανδυνός	des : ή, όν 
ὁ	μάρμαρος	pierre blanche ou brillante	μάρμαρος	des : ος, ον subst. 
οἱ	Μασσαγέται	les Massagètes	Μασσαγέτης	gens : ου adj. m. 
οἱ	Ματιηνοί	les habitants de la Matiène	Ματιανός	des : ή, όν, 
οἱ	Μαῦροι	les Maures	Μαῦρος	gens : ου adj. m. 
ἡ	Μαυρουσία	la Maurétanie	Μαυρούσιος	des : α, ον, 
τὸ	μεγάλαυχον	jactance, orgueil	μεγάλαυχος	des : ος, ον 
τὸ	μεγαλεῖον	grandeur, magnificence	μεγαλεῖος	des : α, ον 
τὸ	μεγαλογνῶμον	la magnanimité	μεγαλογνώμων	des : ων, ον, gens : ονος 
τὸ	μεγαλόδωρον	la munificence	μεγαλόδωρος	des : ος, ον 
τὸ	μεγαλόνουν	grand esprit, génie	μεγαλόνοος	des : οος-ους, οον-ουν, 
οἱ	Μεγαλοπολῖται	les Mégalopolitains	Μεγαλοπολίτης	gens : ου adj. m. 
ἡ	Μεγαλοπολιτική	le territoire de Mégalopolis	Μεγαλοπολιτικός	des : ή, όν 
τὸ	μεγαλοπρεπές	la magnificence	μεγαλοπρεπής	des : ής, ές 
τὸ	μεγαλότεχνον	la beauté ou la grandeur de l'art, le sublime	μεγαλότεχνος	des : ος, ον 
τὸ	μεγαλόφρον	grandeur d'âme, orgueil, fierté	μεγαλόφρων	des : ων, ον, gens : ονος 
οἱ	Μεγαρεῖς	les Mégariens de Grèce	2 Μεγαρεύς	gens : έως adj. m. 
ἡ	Μεγαρική	la Mégaride	Μεγαρικός	des : ή, όν 
οἱ	Μεγαρικοί	les philosophes de Mégare	Μεγαρικός	des : ή, όν 
ἡ	Μεγαρίς	la Mégaride	Μεγαρίς	gens : ίδος subst. adj. f. 
adv.	μέγα	fort	μέγας	des : μεγάλη, μέγα, adv. 
τὰ	Μεθοδικά	la Méthode	μεθοδικός	des : ή, όν, 
τὰ	μεθόρια	les frontières	μεθόριος	des : α, ον, subst. 
τὸ	μεθόριον	le territoire limitrophe	μεθόριος	des : α, ον, subst. 
ἡ	μεθορία	le territoire limitrophe	μεθόριος	des : α, ον, subst. 
οἱ	μεθύστεροι	les descendants, la postérité	μεθύστερος	des : α, ον, adv. 
τὸ	μεθύστερον	dorénavant	μεθύστερος	des : α, ον, adv. 
adv.	μεθύστερον	plus tard	μεθύστερος	des : α, ον, adv. 
τὸ	μείλιχον	humeur douce, mansuétude	μείλιχος	des : ος, ον subst. adv. 
adv.	μείλιχα	avec douceur ou bonté	μείλιχος	des : ος, ον subst. adv. 
ὁ	μελαγκόρυφος	sorte de fauvette	μελαγκόρυφος	des : ος, ον 
τὸ	μελάμφυλλον	sorte d'acanthe	μελάμφυλλος	des : ος, ον, 
τὰ	μελάνδρυα	morceaux de thon mariné	2 μελάνδρυος	des : ος, ον, 
τὸ	μελανόρριζον	ellébore noir	μελανόρριζος	des : ος, ον 
τὰ	μελανόφαια	sorte de figues	μελανόφαιος	des : ος, ον 
