ἔκποθεν	ἔκποθε	\refch{14, 74, de qqe lieu, avec le gén.		40
ἐκπράσσω	ἐκπράττω	exécuter, achever, accomplir / tuer, détruire (cf. διεργάζομαι) / faire payer, réclamer, demander compte de,  αἵματος δίκην,		124
ἐκταράσσω	ἐκταράττω	troubler profondément, agiter / t. de méd. au pass. avoir un trouble d'intestins		80
ἐκτάσσω	ἐκτάττω	disposer en ordre de bataille, en parl. des officiers, / p. ext. mettre en ordre, ranger		88
Ἔκτηνες	Ἕκτηνες, Ἑκτῆνες	les Ektènes ou Hektènes, anc. habitants de la Béotie,		53
ἐκχαράσσω	ἐκχαράττω	gratter, effacer en raclant		27
ἐλαιολόγος	ἐλαολόγος	qui cueille des olives		22
ἐλαιοφόρος	ἐλαοφόρος	qui produit des oliviers ou de l'huile d'olive		46
ἑλάνη	ἑλένη	sorte de flambeau		17
ἐλασσονάκις	ἐλαττονάκις	adv. moins souvent, plus rarement		33
ἐλασσονέω	ἐλαττονέω	avoir moins, manquer		20
ἐλασσονότης	ἐλαττονότης	diminution		10
ἐλασσόνως	ἐλαττόνως	adv. moins		10
ἐλασσόω	ἐλαττόω	rendre moindre, diminuer, amoindrir / rendre inférieur ; au pass. être inférieur / p. suite, léser, au pass. être lésé, endommagé		129
ἐλάσσωμα	ἐλάττωμα	infériorité, désavantage / dommage, perte / défaite		51
ἐλάσσων	ἐλάττων	cp. d'ἐλαχύς, et aussi, pour le sens, d'ὀλίγος		46
ἐλάσσωσις	ἐλάττωσις	act. action d'amoindrir / défaite / faute, défaut		49
ἐλασσωτικός	ἐλαττωτικός	enclin à prendre moins que son dû, à ne pas user de tout son droit		66
ἔλδωρ	ἐέλδωρ	seul. nom. et acc. sg.		22
Ἐλεάζαρ	Ἐλεάζαρος	Éléazar		7
ἐλεεινός	ἐλεινός	digne de pitié / p. suite, qui excite la pitié, pitoyable, lamentable / act. qui s'apitoie sur, qui témoigne de la pitié, compatissant, en parl.		144
ἐλεεινῶς	ἐλεινῶς	avec compassion / pitoyablement		31
ἐλελεῦ	ἐλελελεῦ	cri de douleur,		15
Ἐλισάϐετ	Ἐλισαϐέτ	indécl. Élisabeth, f.		21
ἑλίσσω	ἑλίττω	faire tourner / rouler, d'où / se rouler, s'enrouler / se retourner / particul. tourner en rond, danser / fig. s'occuper de (cf. lat. versari in) / tr. faire tourner, tournoyer		176
Ἑλλανοδικαιών	Ἑλλανοδικεών	tribunal des Hellanodices, à Élis,		34
ἑλλέϐορος	ἐλλέϐορος	ellébore		8
Ἐλλοπία	Ἐλλοπίη	Ellopia		7
ἐλλός2	ἑλλός	faon, jeune cerf		16
ἐλύω	ἑλύω	ἐλ. ἐπὶ γαῖαν, / p. suite, s'envelopper		39
Ἕλωρος	Ἔλωρος	Hélôros ou Élôros		17
ἐμϐάτη	ἐμϐατή	baignoire		9
ἔμϐλησις	ιος	action de se jeter dans, irruption		34
ἐμεσία	ἐμεσίη	envie de vomir		14
ἐμμάσσω	ἐμμάσσομαι	enfoncer dans		13
ἐμπαρίημι	ἐμπαρίεμαι	se relâcher, s'émousser contre, 		32
ἐμπάσσω	ἐμπάττω	répandre en saupoudrant sur / fig. broder sur		45
ἐμπεδάω	ἐμπεδέω	entraver, enchaîner		19
ἐμπλάσσω	ἐμπλάττω	modeler dans, d'où / modeler, en gén. façonner		46
ἔμπλεος	ἔμπλεως	plein de, rempli de,  en parl. de choses (vase, etc.)		53
ἐμπλήσσω	ἐμπλήττω	intr. s'élancer sur, se précipiter sur / tr. frapper		52
ἐμύς	ἑμύς	tortue d'eau douce (emys lutaria L.)		36
ἐμφέρϐομαι	ἐνιφέρϐομαι	paître ou se repaître dans, 		28
ἐμφράσσω	ἐμφράττω	introduire pour boucher / p. suite, boucher, obstruer / introduire pour boucher / boucher (une ouverture)		105
ἐμφώτειος	ἐμφώτιος	baptismal		9
ἐμψάω	ἐνιψάομαι	gratter dans ou sur		19
ἐνάκις	ἐννάκις	adv. neuf fois		14
ἐνακόσιοι	ἐννακόσιοι	neuf cents		10
ἐναρμόζω	ἐναρμόττω	ajuster à ou dans, dat. / p. suite, enfoncer en ajustant dans / intr. s'adapter à ou dans		89
ἐνδέχομαι	ἐνδέκομαι	prendre sur soi / accueillir, admettre, accepter / au sens pass. être admissible, être permis, possible		103
ἐνδομενία	ἐνδυμενία	mot macédonien, mobilier d'une maison (meubles, vêtements, etc.)		64
ἐνέγκαι	ἐνεγκεῖν	inf. ao. 1 et ao. 2 de φέρω.		28
ἐνείργνυμι	ἐνείργω	enfermer dans, 		15
ἐνελίσσω	ἐνελίττω	enrouler, envelopper dans, avec le dat.		39
ἐνεός	ἐννεός	muet de naissance, d'ord. joint à κωφός « sourd » / muet de stupeur ou d'effroi / p. suite, stupide, imbécile / en parl. de choses, qui ne peut être d'aucun usage		162
Ἐνετοί	Ἑνετοί	les Venètes		11
ἐνθαλασσεύω	ἐνθαλαττεύω	vivre dans la mer / être sur mer		32
ἐνναετής	ἐνναέτης	qui dure neuf ans, de neuf ans		30
ἐνναέτις2	εἰναέτις	fém. d'ἐνναετής,		16
ἐννενήκοντα	ἐννενηκονταέτης, ἐννενηκοστός	formes incorr. p. ἐνενήκοντα, etc.		34
ἐννεοσσεύω	ἐννεοττεύω	faire son nid ou sa couvée dans, avec ἐν et le dat. / couver comme dans un nid,  fig.		85
ἐννέπω	ἐνέπω	dire ; τι, / parler, en gén. πρός τινα, / appeler d'un nom		58
ἔνος1	ἕνος	de la période précédente, particul.		35
ἐνσκίμπτω	ἐνισκίμπτω	appuyer sur / p. suite, lancer dans ou sur		42
ἐνσπείρω	ἐνισπείρω	répandre dans, semer dans ou sur, 		34
ἐνταράσσω	ἐνταράττω	troubler, bouleverser / secouer		31
ἐντάσσω	ἐντάττω	mettre dans les rangs / disposer contre		39
ἐντυλίσσω	ἐντυλίττω	envelopper dans		15
ἔνυδρις	ἐνυδρίς	loutre (lutra vulgaris L.) animal qui vit au bord de l'eau et y cherche sa nourriture, / lat. enhydris, hydre, sorte de serpent d'eau,		134
ἐνυπνόω	ἐνυπνώω	dormir dans, 		13
ἐνῴδιον	ἐνώτιον	pendant d'oreilles		18
ἐνῳδός	ἔνῳδος	musical		7
ἐνωμοτάρχης	ἐνωμόταρχος	chef d'une troupe (ἐνωμοτία) de 32 ou 36 hommes		47
ἐνωτοκοῖται	ἐνωτοκοιτοι	qui ont des oreilles assez larges pour leur servir de lit, nom d'un peuple fabuleux,		84
ἐξαέρωσις	ἐξηέρωσις	évaporation		11
ἐξαιμάσσω	ἐξαιμάττω	mettre tout en sang, 		21
ἐξαΐσσω	ἐξᾴττω	s'élancer de, ἐκ et le gén.		27
ἑξάκι	ἑξάκις	six fois		8
ἐξαλλάσσω	ἐξαλλάττω	échanger, changer / particul. changer (de pays) / changer un usage / procurer du changement à, distraire, amuser / être changé, différent / s'éloigner		150
Ἐξαμύας	Ἐξαμύης	Examyès, père de Thalès de Milet, le philosophe et mathématicien,		65
ἐξαπιναῖος	ἐξαπίναιος	soudain, subit		14
ἐξαράσσω	ἐξαράττω	briser, arracher		16
ἐξαρμόττω	ἐξαρμόζω	désunir / ajuster exactement		28
ἔξαστις	ἔξεστις	fil détaché d'un tissu		22
ἐξεῖπα	ἐξεῖπον	ao. 2, dire, déclarer		21
ἐξείρηκα	ἐξείρημαι	pf. act. et pass. de ἐξαγορεύω.		31
ἐξελεῖν	ἐξελέσθαι	inf. ao. 2 act. et moy. d'ἐξαιρέω.		34
ἐξελίσσω	ἐξελίττω	dérouler / mouvoir en rond / faire le tour de / tirer de, au pass. se tirer de / décrire des circuits / se tirer de		115
ἑξηκονταετής	ἑξηκονταέτης	sexagénaire		11
ἑξηκοντάκις	ἑξηκοντάκι	adv. soixante fois		18
ἐξολισθαίνω	ἐξολισθάνω	glisser hors de, d'où		21
ἐξονειρώσσω	ἐξονειρώττω	avoir des pertes séminales pendant le sommeil		45
ἐξόπιθε	ἐξόπιθεν	adv. par derrière		17
ἐξόπισθε	ἐξόπισθεν	(avec idée de lieu) par derrière / (avec idée de temps) désormais, ensuite		74
ἐξορύσσω	ύττω	ôter la terre d'une tranchée / déterrer		39
ἐξότε	ἐξότου	m. sign.		8
ἐοικότως	εἰκότως	semblablement à / vraisemblablement, d'où naturellement, comme on peut le penser		80
ἐπαΐσσω	ἐπᾴσσω, ἐπᾴττω	intr. s'élancer, en parl. d'un oiseau de proie, / tr. lancer		60
ἐπαλλάσσω	ἐπαλλάττω	tr. faire alterner / alterner / passer d'une espèce une autre, ou se rapprocher d'autres espèces par un échange de caractères communs		133
ἐπάν	ἐπήν, ἐπεάν	conj. après que		15
ἐπαναϐαθμός	ἐπαναϐασμός	degré		5
ἐπαναδιπλάζω	ἐπανδιπλάζω	interroger une seconde fois, de nouveau		39
ἐπάνωθε	ἐπάνωθεν	de dessus, d'en haut / d'autrefois		34
ἐπαράσσω	ἐπαράττω	tr. fermer violemment / intr. se briser contre		46
Ἐπαρῖται	Ἐπάριτοι	les Éparites, troupe de la confédération arcadienne (371 av. J. C.)		67
ἐπείπερ	ἐπεί περ	conj. avec l'ind. puisqu'enfin, puisqu'en vérité		48
ἐπεισπέμπω	ἐπεσπέμπω	envoyer en outre contre		23
ἐπεισπλέω	ἐπεσπλέω	survenir avec une flotte ou un navire / faire voile contre, attaquer, en parl. de vaisseaux,		92
ἐπεισπνέω	ἐπεσπνέω	aspirer par un mouvement répété		31
ἐπεμπάσσω	ἐπεμπάττω	répandre sur		12
ἐπέρομαι	ἐπείρομαι	interroger de nouveau / p. ext. interroger		42
ἑπέτης	ἑπέτας	suivant, serviteur		18
ἐπιγλωσσάομαι	ἐπιγλωττάομαι	tenir de mauvais propos		23
ἐπιγλωσσίς	ἐπιγλωττίς	épiglotte ou luette		19
ἐπιδράσσομαι	ἐπιδράττομαι	mettre la main sur, saisir, 		28
ἐπιθαλασσίδιος	ἐπιθαλαττίδιος	situé près de la mer, maritime		30
ἐπικαίω	ἐπικάω	faire brûler sur (l'autel, etc.) / faire brûler à la surface, d'où au pass. être brûlé à la surface, avoir la peau brûlée par un fer chaud		138
ἐπικολλαίνω	ἐπικολλάω	coller sur, appliquer sur		25
ἐπιλανθάνω	ἐπιλήθω	tr. aux temps suiv. (prés. fut. et ao. 1) faire oublier / intr. (au pf.) oublier		80
ἐπιληκυθίστρια	ἐπιλακυθίστρια	adj. f. ampoulée, ép. de la muse tragique,		42
ἐπίλησις	ἐπίλασις	oubli		5
ἐπινείφω	ἐπινίφω	faire tomber la neige sur / impers. ἐπινείφει,		46
ἐπίπερκνος	ἐπίπερκος	noirâtre		8
ἐπιπλάσσω	ἐπιπλάττω	mouler sur, d'où / façonner, modeler		36
ἐπιπλήσσω	ἐπιπλήττω	tr. frapper sur / fig. châtier, particul. châtier en paroles, réprimander, blâmer / intr. tomber ou s'abattre sur		113
ἐπιπραΰνω	ἐπιπρηΰνω	adoucir		7
ἐπιρράπισις	ἐπιρράπιξις	action de fustiger ; fig. reproche		34
ἐπισεύω	ἐπισσεύω	pousser contre, exciter contre		30
ἐπισυγκάμπτω	ἐπιξυγκάμπτω	courber en outre ensemble		25
ἐπισυντείνω	ἐπιξυντείνω	tendre encore plus		18
ἐπίσωτρον	ἐπίσσωτρον	cercle de fer autour de la roue		31
ἐπιταράσσω	ἐπιταράττω	troubler encore plus		20
ἐπιτάσσω	ἐπιτάττω	ranger à côté / ranger par derrière / t. de gr. placer en outre, employer comme mot explétif, en parl. / ranger en face de ou contre / ordonner, prescrire / employer le mode impératif / ranger à côté / ranger par derrière, en réserve / ordonner, prescrire / se laisser donner des ordres, se soumettre à des ordres		313
ἐπιτηδές	ἐπίτηδες	suffisamment, en nombre suffisant / comme il convient, ou à dessein, d'une façon appropriée, d'où		97
ἐπιφθύζω	ἐπιφθύσδω	cracher sur		11
ἐπιφράσσω	ἐπιφράττω	boucher, obstruer, intercepter (un passage)		43
ἐπιφρίσσω	ἐπιφρίττω	frissonner ou frémir à la surface, se hérisser / frissonner ou frémir légèrement, en parl. de la brise,		103
ἐπιφυλάσσω	ἐπιφυλάττω	surveiller, 		12
ἐπιχαράσσω	ἐπιχαράττω	graver sur / entailler, découper		32
ἐπιψεκάζω	ἐπιψακάζω	verser goutte à goutte / mouiller		33
ἐποικτείρω	ἐποικτίρω	se lamenter sur		15
ἑπτακαιεικοσαετής	ἑπτακαιεικοσαέτης	âgé de vingt-sept ans		21
ἔρδω	ἕρδω	faire, accomplir / particul. faire un sacrifice, sacrifier / pratiquer		70
ἐρείκη	ἐρίκη	sorte de bruyère qui pousse en arbrisseau (erīca arborea L.)		60
ἐρεικίς	ἐρικίς	orge égrugée		12
ἐρέσσω	ἐρέττω	ramer / abs. être rameur, se faire rameur / p. anal. se battre la poitrine en cadence, en poussant des gémissements rythmés / mouvoir avec des rames, d'où au pass. être poussé à force de rames / parcourir (la mer) avec des rames		228
ἐρεσχελέω	ἐρεσχηλέω	tenir des propos légers (p. opp. à σπουδῇ λέγω) / tr. offenser par des propos légers ou moqueurs		96
ἐρεσχελία	ἐρεσχηλία	propos futile, bavardage		24
ἔρημος	ἐρῆμος	désert, solitaire, en parl. d'un lieu / en parl. d'êtres vivants, solitaire, isolé, seul, en parl. de pers. / vide de, dépourvu de, gén. ; en parl. de choses / ἡ ἐρήμη, qqf. ἡ ἔρημος avec ou sans δίκη, γραφή, δίαιτα, procès où l'une des parties fait défaut ; ἐρήμην κατηγορεῖν,		277
ἐρίδμητος	ἐρίδματος	établi solidement, inexpugnable		31
ἐρίνεος	εἰρίνεος	de laine		8
ἔριον	εἴριον	laine / εἴρια ἀπὸ ξύλων, / ἔρ. τῆς θαλάττης, / ἔρ. τῆς ἀράχνης,		63
ἐρίπνα	ἐρίπνη	sommet escarpé, pic		19
Ἐρίφα	Ἐρίφη	Ériphè, nourrice de Bacchus,		28
ἑρκεῖος	ἕρκειος	qui concerne l'enceinte d'une clôture		37
Ἕρκυννα	Ἕρκυνα	Herkynna ou Herkyna		19
ἑρμίς	ἑρμίν	pied de lit		11
Ἐρξείης	Ἐρξίης	actif, puissant, traduct. grecque du n. persan de Darius,		57
ἑρσήεις	ἐερσήεις	couvert de rosée, baigné de rosée		33
ἐρυθρίασις	ἐρυθρίησις	action de rougir, rougeur		25
ἐρυσίσκηπτρον	ἐρυσίσκηπτον	sorte d'arbrisseau épineux,		27
ἐσαγγελεύς	ἐσαγγέλλω, ἐσαγείρω	etc., v. εἰσαγγελεύς, etc.		26
Ἑσπέρα	Ἑσπέρη	Hespéra, une des Hespérides,		28
Ἑστιαιόθεν	Ἱστιαιόθεν	adv. du dème Hestiæa ou Histiæa		31
ἐσχαρόπεπος	ἐσχαρόπεπτος	cuit sur le gril		16
ἑτερόγλωσσος	ἑτερόγλωττος	qui parle une autre langue		26
ἑτέρωθε	ἑτέρωθεν	avec mouv. / c. ἑτέρωθι, de l'autre côté, en face / en un autre temps		69
ἐτητυμία	ἐτητυμίη	vérité		6
ἑτοιμοκοπία	ἑτοιμοκοπίη	travail fait avec précipitation		31
εὖ	ἐΰ	(avec idée d'origine ou de condition) noblement / bien, régulièrement, justement / bien, avec bienveillance, avec bonté / p. suite, pour marquer une idée d'achèvement, de perfection, avec un verbe / heureusement		211
εὐαγία	εὐαυγία	clarté lumineuse, lumière pure		30
εὐαιμία	εὐαιμίη	bon sang		8
Εὐαλκίδας	Εὐαλκίδης	Eualkidès, h.		13
εὐαστής	εὐάστης	adj. m. qui pousse des cris de bacchante ou de joie (litt. / ὁ εὐ. θρίαμϐος,		76
εὐϐλάστεια	εὐϐλαστία	végétation vigoureuse ou rapide		31
Εὐϐοίηθεν	Εὐϐοίηθε	adv. d'Eubée		12
εὖγε	εὖ γε	adv. bien, à merveille, parfaitement, particul. dans les réponses, d'ord.		73
εὐγηθής	εὐγαθής	réjouissant, agréable		21
εὐγλωσσία	εὐγλωττία	facilité de parole / douceur du chant, en parl. d'oiseaux,		58
εὔγλωσσος	εὔγλωττος	qui parle bien, disert, éloquent / qui résonne doucement, en parl. de la langue attique, / tr. qui rend disert		110
Εὐδοκία	Εὐδοκίη	Eudokia ou Eudokiè, f.		22
εὐδρομία	εὐδρομίη	course rapide		13
εὐέμετος	εὐήμετος	qui provoque le vomissement		27
εὐεπήϐολος	εὐεπίϐολος	act. qui obtient facilement ce qu'il désire, habile / pass. facile à atteindre, à obtenir		89
εὐεπηϐόλως	εὐεπιϐόλως	adv. avec succès		16
εὔζηλος	ἐΰζηλος	digne d'envie		13
εὔζυγος	ἐΰζυγος	touj. en parl. d'un vaisseau, bien joint, bien ajusté, bien construit, ou sel.		78
εὐηγορία	εὐαγορία	éloge, louange		14
εὐηλάκατος	εὐαλάκατος	qui a une belle quenouille		26
εὐηνορία	εὐανορία	mâle vigueur, courage / abondance d'hommes forts, courageux, etc.		65
Εὔηνος	Εὐηνός	roi de Lyrnessos, / fils d'Okéanos et de Thèthys, / roi d'Étolie, d'où fl. du même nom, / nom de plusieurs poètes,		114
Εὐηρείδης	Εὐηρείδα	le fils d'Euèrès (Tirésias)		27
εὐήχητος	εὐάχητος	aux sons harmonieux / aux sons retentissants		44
εὐθάλασσος	εὐθάλαττος	qui concerne une heureuse traversée par mer / bien situé sur la mer / qui peut supporter le transport par mer		109
εὐθέμεθλος	ἠϋθέμεθλος	aux fondements solides		22
εὐθεσία	εὐθεσίη	bon état de santé, bonne disposition		36
εὐθηλής	εὐθαλής	bien nourri (des sucs de la terre), d'où fécond, abondant, en parl.		67
εὔθυνα	εὔθυναι	redressement, correction, châtiment / particul. à Athènes		57
εὐθυῶνυξ	εὐθυώνυχος	qui a les ongles droits		23
εὐκάρηνος	ἠϋκάρηνος	à la belle tête		15
εὐκλεής	ἐϋκλεής	etc. illustre, glorieux || Cp. εὐκλεέστερος,		44
εὐκλήϊς	ἐϋκλήϊς	adj. f. qui ferme bien		22
εὔκληρος	ἐΰκλαρος	bien partagé, heureux		21
εὔκραιρος	ἐΰκραιρος	aux belles cornes (bœuf) / à l'éperon solide (navire).		54
εὐκρόταλος	ἐϋκρόταλος	avec accompagnement de castagnettes / en gén. au bruit sec		58
εὐκτίμενος	ἐϋκτίμενος	bien bâti, en parl. de villages, / p. ext. bien travaillé, bien ordonné (verger)		80
Εὔλαιος	Εὐλαῖος	Eulæos, h.		10
Εὐμένης	Εὐμενής	général d'Alexandre le Grand, / autres,		39
εὔνητος	ἐΰνητος, ἐΰννητος	bien filé, bien tissé		21
εὐξείνως	ἐϋξείνως	adv. ion. p. εὐξένως, d'une façon hospitalière		46
εὔξενος	εὔξεινος	qui concerne les hôtes, d'où / p. ext. hospitalier		50
εὐξύμϐλητος	εὐξύμϐολος, εὐξύνετος	att. c. εὐσύμϐλητος, etc.		25
εὐπαγῶς	εὐπαγέως	adv. avec un bon assemblage, c. à d. fermement		46
εὐπλόκαμος	ἐϋπλόκαμος	aux belles boucles, aux beaux cheveux bouclés, ép. des déesses et des femmes, / aux tentacules abondantes, en parl. de polypes, / aux flots nombreux, en parl. de la mer,		169
Εὔριος	οιο	Eurios, h.		10
Εὐρυϐία	Εὐρυϐίη	Eurybia, f.		11
Εὐρυτάν	Εὐρυτᾶνες	les Eurytanes, pple étolien,		28
Εὐρώπεια	Εὐρωπείη	Eurôpeia, f. / l'Europe		23
Εὐρωπός	Εὔρωπος	Eurôpos		7
ἐΰς	ἠΰς	adj. aux formes suiv. / subst. au gén. pl. épq. ἐάων [ᾱ] (sel. d'autres, ἑάων) biens, richesses, faveurs		104
εὔσμηνος	ἐΰσμηνος	qui forme de beaux essaims		26
εὔστρα	εὕστρα	échaudoir, lieu où l'on échaude les porcs		41
εὐσύμϐολος	εὐξύμϐολος	facile à rassembler, d'où / de bon augure		41
εὐσύνετος	εὐξύνετος	act. qui comprend aisément, intelligent / pass. facile à comprendre		67
εὔσωτρος	ἐΰσσωτρος	aux belles ou bonnes roues		26
εὐτρήρων	ἐϋτρήρων	riche en colombes (lieu)		24
εὔχορος	ἠΰχορος	aux belles danses, aux rondes harmonieuses		42
εὕω	εὔω	faire griller, passer au feu / brûler au soleil, dessécher		58
ἐφελίσσω	ἐπελίσσω	rouler sur		10
ἐφέλκωσις	ἐπέλκωσις	ulcération		10
ἔφηλις	ἐφηλίς, ἔφηλις	tache de rousseur sur la peau		29
ἐφιαλτία	ἐφιάλτιον	plante salutaire contre le cauchemar		36
ἐφύπερθε	ἐφυπερθεν	dessus, par-dessus / de dessus		30
Ἔχελλος	Ἐχέλλης	Ekhellos ou Ekhellès, h.		24
ἐχενηΐς	ἐχενῇς	adj. f. qui arrête ou retient les vaisseaux		43
ἐχῖνος	ἐχίνος	hérisson / objets divers désignés sous ce nom		45
ἑψία	ἐψία, ἑψιά	entretien familier / amusement, badinage		40
ἑῶμεν	ἕομεν	ἐπεί χ' ἑ. πολέμοιο,		20
ἕως2	εἵως	jusqu'à ce que / tandis que, pendant que, tant que, aussi longtemps que / afin que, c. ὅφρα, avec l'opt. / adv.-prép. avec idée de lieu ou de temps		147
ζάκορος	ζακόρος	sorte de prêtre subalterne, préposé au service d'un temple, mais avec un rang plus élevé que le νεωκόρος / prêtre des dieux, d'Aphroditè		136
ζάκχα	ζακχός	trésor du temple de Jérusalem		29
Ζάλμοξις	Ζάμολξις	Zalmoxis ou Zamolxis, législateur des Gètes		43
Ζαύηκες	Ζάφηκες	les Zauèkes ou Zaphèkes, pple de Libye		38
ζάω	ζήω	vivre / être en vie, p. opp. à θνῄσκω, / en parl. des hommes, des animaux, etc. / en parl. des plantes / soutenir sa vie, se faire vivre / vivre, passer sa vie / fig. en parl. de choses, être dans toute sa force / faire vivre, donner la vie à, vivifier		252
Ζηρίνθιος	Ζηρύνθιος	de Zèrinthos ou Zèrynthos		25
Ζήρινθος	Ζήρυνθος	Zèrinthos ou Zèrynthos, v. de Thrace,		37
ζητρεῖον	ζήτρειον	lieu de répression et de travail forcé pour les esclaves, à Chios		65
Ζόαροι	Ζόαρες	habitants de Zoara, v. de Perse		31
ζῳφορία	ζῳφορίη	marche du soleil dans le zodiaque		33
ἡϐός	ἁϐός	mûr		3
Ἡγελόχεια	Ἀγελόχεια	Agélokheia		10
ἡγεμόνευμα	ἁγεμόνευμα	conduite / guide, conducteur		28
ἡγέτις	ἁγέτις	celle qui dirige, maîtresse (de maison)		39
ἡδύγλωσσος	ἁδύγλωσσος	à la voix (propr. à la langue) agréable		39
ἡδυμιγής	ἁδυμιγής	au doux mélange		15
ἡδύπολις	ἁδύπολις	cher à la cité		14
ἠθμός	ἡθμός	passoire, crible / les cils / os ethmoïde / corbeille d'osier		61
Ἠϊών	ᾘών	Èïôn ou Èiôn (auj. ruines près d’Ofrýnio, anc. Komitíssi, Rendína)		66
Ἤλεκτραι πύλαι	Ἤλεκτραι, Ἄλεκτραι	la porte Électres, à Thèbes		27
Ἠλεκτρὶς νῆσος	Ἠλεκτρίδες νῆσοι	l'île ou les îles de l'ambre, à l'embouchure du Pô,		51
Ἠλεκτρύων	Ἠλεκτρυών	Èlektryôn, père d'Alcmène,		26
Ἠλίας	Ἡλίας	Élie ou Hélie, prophète hébreu		30
Ἡλίου πόλις	Ἡλιούπολις	Hèliopolis ou Ville du Soleil		29
ἡμιδιπλοΐδιον	ἡμιδιπλοίδιον	demi-manteau de femme		21
ἡμιμοιραῖος	ἡμιμοιριαῖος	d'un demi-degré		15
ἡμίνα	ἡμῖνα	demi-setier		11
ἡμιτετράγωνος	ἁμιτετράγωνος	qui est la moitié d'un carré		28
ἤπερ	ἠέπερ	que		3
ἦπου	ἦ που	certes, sans doute / est-ce que? n'est-ce pas ?		47
Ἡρακλειώτης	Ἡρακλεώτης	habitant ou originaire d'Hèrakleia		34
Ἡρῴδας	Ἡρώδας	Hèrôdas		7
Ἡρῴδης	Ἡρώδης	Hèrôdès (Hérode)		16
ἧσσα	ἧττα	infériorité / échec, défaite à la guerre / action de se laisser dominer par / action de se laisser aller au découragement		121
ἡσσάω	ἡττάω	être inférieur à / être vaincu / se laisser vaincre ou abattre / se laisser abattre / se laisser vaincre par, s'éprendre de		123
ἥσσων	ἥττων	inférieur à, moindre que, plus faible que / inférieur / inférieur dans un combat, plus faible, vaincu / qui se laisse vaincre ou abattre / incapable de résister / moins nombreux / moins		185
ἡσυχῆ	ἡσυχῇ	tranquillement / en demeurant immobile / sans trouble, sans agitation, doucement / légèrement, un peu / tranquillement, à son aise / secrètement		144
ἤτριον	ἠτρίον	chaîne d'un tissu / la trame / trame, tissu		43
ἧχι	ᾗχι	où, de la façon que		19
θάλασσα	θάλαττα	mer / eau de mer / p. ext. source d’eau salée dans l’Erekhtheion, à Athènes,		76
θαλασσεύω	θαλαττεύω	tenir la mer, en parl. de navires, / aller par mer / être dans la mer / se servir d’expressions ou d’images maritimes		117
θαλάσσιος	θαλάττιος	de la mer, d’où / habile dans les choses de la mer, bon marin		61
θαλασσοκοπέω	θαλαττοκοπέω	battre la mer, c. à d. faire ou dire des choses inutiles (cf.		61
θαλασσοκράμϐη	θαλασσόκραμϐον	chou marin, plante,		19
θαλασσοκρατέω	θαλαττοκρατέω	dominer sur mer		15
θαλασσοκρατία	θαλαττοκρατία	empire de la mer		16
θαλασσοκράτωρ	θαλαττοκράτωρ	qui domine sur mer		18
θαλασσομέδουσα	σαλασσομέδοισα	fém. du suiv.		13
θαλασσουργέω	θαλαττουργέω	faire métier de marin ou de pêcheur		35
θαλασσουργός	θαλαττουργός	pêcheur, marin (litt. qui travaille sur mer)		44
θαλασσόω	θαλαττόω	couvrir des eaux de la mer, changer en mer / mêler d’eau de mer		63
θαλάσσωσις	θαλάττωσις	submersion par les eaux de la mer		33
θαλίηχτρον	θάλικτρον	pigamon		7
θαρραλέος	θαρσαλέος	en b. part. en parl. de pers. / en mauv. part, hardi, audacieux / act. qui inspire la confiance, la résolution		110
θαρραλεότης	θαρσαλεότης	confiance, hardiesse		20
θαρραλέως	θαρσαλέως	adv. avec confiance, avec résolution		36
θαρρέω	θαρσέω	avoir confiance, être résolu, hardi, courageux		46
θάρρος	θάρσος	pass. confiance, résolution, assurance, hardiesse ; différ. de ἀνδρεία / act. ce qui donne confiance ou bon courage		115
θαρρούντως	θαρσούντως	adv. avec confiance ou hardiesse		32
θαρρύνω	θαρσύνω	tr. encourager, donner bon courage à / intr. avoir bon courage		62
θάσσων	θάττων	compar. de ταχύς, v. ce mot.		28
Θαυμακία	Θαυμακίη	Thaumakia, v. de Magnésie,		26
Θεογενίς	Θεύγενις	Theugénis, f.		13
Θεοδώρα	Θεοδώρη	Théodôra, femme de l’empereur Justinien,		40
θεοεχθία	θεοεχθρία	inimitié des dieux		18
θεολατρεία	θεολατρείη	culte de la divinité		20
θεομόριος	θευμόριος	assigné ou envoyé par les dieux		31
θεοπροπία	θεοπροπίη	ordre des dieux, prédiction, oracle		35
θεόσυτος	θεόσσυτος	envoyé par les dieux		20
θεοτροφία	θεοτροφίη	nourriture des dieux		20
θεοφίλητος	θεοφίλατος	aimé des dieux		14
Θεοφιλίς	Θευφιλίς	Theuphilis, f.		14
θεσμοσύνη	θεσμοσύνα	légalité, justice		17
θεσπεσία	θεσπεσίη	expression de la volonté divine		31
Θεσσαλία	Θετταλία	Thessalie, contrée du nord de la Grèce,		39
Θεσσαλίζω	Θετταλίζω	imiter les Thessaliens / parler la langue des Thessaliens		57
Θεσσαλικός	Θετταλικός	de Thessalie, Thessalien		24
Θεσσαλιῶτις	Θετταλιῶτις	Thessaliôtide, partie de la Thessalie,		38
θεσσαλοικέτης	θετταλοικέτης	esclave thessalien		18
Θεσσαλός1	Θετταλός	de Thessalie, Thessalien		24
θεσσαλότμητος	θετταλότμητος	coupé à la mode thessalienne, c. à d. très gros, en parl. de viande,		68
